Date,Visitor,G,Home,G,,Att.,LOG,Notes
1990-10-16,St. Louis Blues,5,Edmonton Oilers,2,,,,
1990-10-16,Winnipeg Jets,1,New York Islanders,4,,,,
1990-10-16,Philadelphia Flyers,5,Pittsburgh Penguins,1,,,,
1990-10-16,Hartford Whalers,1,Quebec Nordiques,1,OT,,,
1990-10-17,Montreal Canadiens,4,Buffalo Sabres,3,,,,
1990-10-17,Minnesota North Stars,2,Los Angeles Kings,5,,,,
1990-10-17,Washington Capitals,2,New Jersey Devils,3,,,,
1990-10-17,Winnipeg Jets,3,New York Rangers,5,,,,
1990-10-17,Hartford Whalers,3,Toronto Maple Leafs,1,,,,
1990-10-17,Boston Bruins,1,Vancouver Canucks,3,,,,
1990-10-18,St. Louis Blues,4,Calgary Flames,3,,,,
1990-10-18,Toronto Maple Leafs,0,Chicago Blackhawks,3,,,,
1990-10-18,Montreal Canadiens,2,Detroit Red Wings,5,,,,
1990-10-18,Quebec Nordiques,4,Philadelphia Flyers,5,,,,
1990-10-19,Pittsburgh Penguins,4,Buffalo Sabres,4,OT,,,
1990-10-19,Boston Bruins,1,Edmonton Oilers,8,,,,
1990-10-19,Hartford Whalers,2,Los Angeles Kings,5,,,,
1990-10-19,New York Rangers,2,New Jersey Devils,3,,,,
1990-10-19,Vancouver Canucks,5,Winnipeg Jets,7,,,,
1990-10-19,New York Islanders,3,Washington Capitals,4,,,,
1990-10-20,Boston Bruins,1,Calgary Flames,8,,,,
1990-10-20,Philadelphia Flyers,5,Montreal Canadiens,3,,,,
1990-10-20,Buffalo Sabres,3,New York Islanders,1,,,,
1990-10-20,New York Rangers,4,Pittsburgh Penguins,3,,,,
1990-10-20,Detroit Red Wings,3,Quebec Nordiques,5,,,,
1990-10-20,Minnesota North Stars,2,St. Louis Blues,2,OT,,,
1990-10-20,Chicago Blackhawks,2,Toronto Maple Leafs,6,,,,
1990-10-20,New Jersey Devils,0,Washington Capitals,4,,,,
1990-10-21,Minnesota North Stars,1,Chicago Blackhawks,7,,,,
1990-10-21,Calgary Flames,2,Edmonton Oilers,1,,,,
1990-10-21,Vancouver Canucks,3,Quebec Nordiques,2,,,,
1990-10-22,Toronto Maple Leafs,1,New York Rangers,5,,,,
1990-10-23,Vancouver Canucks,0,Detroit Red Wings,6,,,,
1990-10-23,Calgary Flames,4,Los Angeles Kings,6,,,,
1990-10-23,New Jersey Devils,8,New York Islanders,1,,,,
1990-10-23,Washington Capitals,6,Philadelphia Flyers,2,,,,
1990-10-23,Montreal Canadiens,5,Pittsburgh Penguins,4,,,,
1990-10-24,Hartford Whalers,0,Minnesota North Stars,3,,,,
1990-10-24,New York Islanders,2,Montreal Canadiens,8,,,,
1990-10-24,St. Louis Blues,8,Toronto Maple Leafs,3,,,,
1990-10-24,Edmonton Oilers,1,Winnipeg Jets,3,,,,
1990-10-25,Vancouver Canucks,2,Boston Bruins,4,,,,
1990-10-25,Edmonton Oilers,2,Calgary Flames,4,,,,
1990-10-25,Washington Capitals,2,Chicago Blackhawks,3,OT,,,
1990-10-25,Buffalo Sabres,1,New Jersey Devils,5,,,,
1990-10-25,Philadelphia Flyers,3,New York Rangers,5,,,,
1990-10-25,Quebec Nordiques,3,Pittsburgh Penguins,6,,,,
1990-10-25,Toronto Maple Leafs,5,St. Louis Blues,8,,,,
1990-10-26,Minnesota North Stars,6,Detroit Red Wings,8,,,,
1990-10-26,Los Angeles Kings,2,Winnipeg Jets,6,,,,
1990-10-27,Chicago Blackhawks,4,Boston Bruins,5,,,,
1990-10-27,Washington Capitals,4,Calgary Flames,9,,,,
1990-10-27,Vancouver Canucks,4,Hartford Whalers,2,,,,
1990-10-27,Detroit Red Wings,2,Minnesota North Stars,2,OT,,,
1990-10-27,Pittsburgh Penguins,5,New Jersey Devils,7,,,,
1990-10-27,Philadelphia Flyers,2,New York Islanders,5,,,,
1990-10-27,New York Rangers,4,Quebec Nordiques,1,,,,
1990-10-27,Montreal Canadiens,0,St. Louis Blues,3,,,,
1990-10-27,Buffalo Sabres,3,Toronto Maple Leafs,1,,,,
1990-10-28,Hartford Whalers,0,Buffalo Sabres,5,,,,
1990-10-28,Montreal Canadiens,1,Chicago Blackhawks,2,OT,,,
1990-10-28,Washington Capitals,1,Edmonton Oilers,0,,,,
1990-10-28,New York Islanders,3,Pittsburgh Penguins,8,,,,
1990-10-28,Los Angeles Kings,6,Winnipeg Jets,2,,,,
1990-10-29,Quebec Nordiques,0,New York Rangers,5,,,,
1990-10-30,New Jersey Devils,3,Calgary Flames,6,,,,
1990-10-30,St. Louis Blues,5,Detroit Red Wings,2,,,,
1990-10-30,Los Angeles Kings,4,New York Islanders,1,,,,
1990-10-30,Pittsburgh Penguins,6,Philadelphia Flyers,2,,,,
1990-10-30,Minnesota North Stars,4,Toronto Maple Leafs,5,,,,
1990-10-30,Washington Capitals,2,Vancouver Canucks,1,,,,
1990-10-31,Boston Bruins,3,Buffalo Sabres,3,OT,,,
1990-10-31,Winnipeg Jets,1,Edmonton Oilers,0,OT,,,
1990-10-31,Montreal Canadiens,4,Hartford Whalers,2,,,,
1990-10-31,Los Angeles Kings,4,New York Rangers,9,,,,
1990-11-01,St. Louis Blues,2,Boston Bruins,3,OT,,,
1990-11-01,Winnipeg Jets,1,Calgary Flames,2,,,,
1990-11-01,Quebec Nordiques,2,Chicago Blackhawks,6,,,,
1990-11-01,Toronto Maple Leafs,4,Detroit Red Wings,5,,,,
1990-11-01,Minnesota North Stars,3,Philadelphia Flyers,6,,,,
1990-11-01,New Jersey Devils,1,Vancouver Canucks,2,,,,
1990-11-02,New York Islanders,3,New York Rangers,2,,,,
1990-11-02,Los Angeles Kings,3,Washington Capitals,4,,,,
1990-11-03,Buffalo Sabres,4,Boston Bruins,1,,,,
1990-11-03,New Jersey Devils,5,Edmonton Oilers,2,,,,
1990-11-03,St. Louis Blues,4,Hartford Whalers,1,,,,
1990-11-03,Detroit Red Wings,2,Montreal Canadiens,5,,,,
1990-11-03,Washington Capitals,5,New York Islanders,2,,,,
1990-11-03,Chicago Blackhawks,3,Philadelphia Flyers,1,,,,
1990-11-03,New York Rangers,1,Pittsburgh Penguins,3,,,,
1990-11-03,Minnesota North Stars,2,Quebec Nordiques,0,,,,
1990-11-03,Calgary Flames,7,Toronto Maple Leafs,3,,,,
1990-11-03,Winnipeg Jets,5,Vancouver Canucks,3,,,,
1990-11-04,Calgary Flames,1,Buffalo Sabres,2,,,,
1990-11-04,Los Angeles Kings,2,Chicago Blackhawks,0,,,,
1990-11-04,Minnesota North Stars,2,Montreal Canadiens,2,OT,,,
1990-11-04,Philadelphia Flyers,7,Toronto Maple Leafs,1,,,,
1990-11-05,Boston Bruins,3,New York Rangers,2,OT,,,
1990-11-06,Chicago Blackhawks,1,Hartford Whalers,1,OT,,,
1990-11-06,Toronto Maple Leafs,3,New York Islanders,4,,,,
1990-11-06,Calgary Flames,5,Pittsburgh Penguins,6,,,,
1990-11-06,Washington Capitals,4,Quebec Nordiques,1,,,,
1990-11-06,Edmonton Oilers,1,St. Louis Blues,2,,,,
1990-11-06,Detroit Red Wings,3,Vancouver Canucks,6,,,,
1990-11-06,Philadelphia Flyers,4,Winnipeg Jets,2,,,,
1990-11-07,Boston Bruins,2,Montreal Canadiens,0,,,,
1990-11-07,New York Islanders,6,New Jersey Devils,3,,,,
1990-11-07,Buffalo Sabres,2,New York Rangers,6,,,,
1990-11-08,Edmonton Oilers,3,Chicago Blackhawks,5,,,,
1990-11-08,Detroit Red Wings,1,Los Angeles Kings,5,,,,
1990-11-08,Quebec Nordiques,2,Minnesota North Stars,3,,,,
1990-11-08,Calgary Flames,8,Philadelphia Flyers,2,,,,
1990-11-08,St. Louis Blues,3,Pittsburgh Penguins,2,,,,
1990-11-08,Vancouver Canucks,5,Toronto Maple Leafs,3,,,,
1990-11-09,Vancouver Canucks,1,Buffalo Sabres,7,,,,
1990-11-09,New York Rangers,3,New Jersey Devils,2,,,,
1990-11-09,Hartford Whalers,4,Winnipeg Jets,5,,,,
1990-11-10,Pittsburgh Penguins,3,Boston Bruins,3,OT,,,
1990-11-10,Edmonton Oilers,4,Los Angeles Kings,7,,,,
1990-11-10,Hartford Whalers,3,Minnesota North Stars,2,OT,,,
1990-11-10,New Jersey Devils,1,Montreal Canadiens,3,,,,
1990-11-10,Calgary Flames,1,New York Islanders,5,,,,
1990-11-10,Philadelphia Flyers,5,Quebec Nordiques,2,,,,
1990-11-10,Detroit Red Wings,1,St. Louis Blues,6,,,,
1990-11-10,Chicago Blackhawks,5,Toronto Maple Leafs,1,,,,
1990-11-10,Buffalo Sabres,4,Washington Capitals,2,,,,
1990-11-11,Winnipeg Jets,3,Chicago Blackhawks,3,OT,,,
1990-11-11,Quebec Nordiques,4,Montreal Canadiens,5,OT,,,
1990-11-11,Calgary Flames,4,New York Rangers,4,OT,,,
1990-11-11,Vancouver Canucks,0,Philadelphia Flyers,2,,,,
1990-11-11,Boston Bruins,5,Washington Capitals,3,,,,
1990-11-12,Winnipeg Jets,2,Toronto Maple Leafs,5,,,,
1990-11-13,Pittsburgh Penguins,4,Minnesota North Stars,1,,,,
1990-11-13,Montreal Canadiens,3,New Jersey Devils,6,,,,
1990-11-13,New York Rangers,1,Philadelphia Flyers,1,OT,,,
1990-11-13,Quebec Nordiques,2,St. Louis Blues,4,,,,
1990-11-14,Chicago Blackhawks,3,Detroit Red Wings,2,,,,
1990-11-14,Vancouver Canucks,3,Edmonton Oilers,5,,,,
1990-11-14,Boston Bruins,1,Hartford Whalers,3,,,,
1990-11-14,Buffalo Sabres,2,Los Angeles Kings,4,,,,
1990-11-14,Washington Capitals,3,Toronto Maple Leafs,5,,,,
1990-11-14,Pittsburgh Penguins,6,Winnipeg Jets,4,,,,
1990-11-15,Quebec Nordiques,0,Boston Bruins,6,,,,
1990-11-15,New York Islanders,4,Calgary Flames,3,OT,,,
1990-11-15,New York Rangers,4,Minnesota North Stars,2,,,,
1990-11-15,Hartford Whalers,4,New Jersey Devils,2,,,,
1990-11-15,Montreal Canadiens,1,Philadelphia Flyers,4,,,,
1990-11-16,Buffalo Sabres,2,Edmonton Oilers,4,,,,
1990-11-16,New York Islanders,2,Vancouver Canucks,3,,,,
1990-11-16,New York Rangers,6,Winnipeg Jets,4,,,,
1990-11-16,Chicago Blackhawks,4,Washington Capitals,3,,,,
1990-11-17,Montreal Canadiens,1,Boston Bruins,1,OT,,,
1990-11-17,Buffalo Sabres,3,Calgary Flames,3,OT,,,
1990-11-17,Washington Capitals,2,Hartford Whalers,4,,,,
1990-11-17,Pittsburgh Penguins,1,Los Angeles Kings,2,OT,,,
1990-11-17,St. Louis Blues,3,Minnesota North Stars,2,,,,
1990-11-17,Philadelphia Flyers,2,New Jersey Devils,3,,,,
1990-11-17,Chicago Blackhawks,7,Quebec Nordiques,2,,,,
1990-11-17,Detroit Red Wings,8,Toronto Maple Leafs,4,,,,
1990-11-18,New York Islanders,1,Edmonton Oilers,3,,,,
1990-11-18,New Jersey Devils,4,Philadelphia Flyers,1,,,,
1990-11-18,St. Louis Blues,3,Winnipeg Jets,4,,,,
1990-11-19,Washington Capitals,3,Detroit Red Wings,2,OT,,,
1990-11-19,Minnesota North Stars,2,New York Rangers,2,OT,,,
1990-11-19,Montreal Canadiens,5,Quebec Nordiques,2,,,,
1990-11-19,Boston Bruins,5,Toronto Maple Leafs,2,,,,
1990-11-19,Calgary Flames,6,Vancouver Canucks,4,,,,
1990-11-20,Chicago Blackhawks,3,Edmonton Oilers,1,,,,
1990-11-20,New Jersey Devils,4,Los Angeles Kings,5,,,,
1990-11-20,Winnipeg Jets,2,St. Louis Blues,4,,,,
1990-11-21,New York Rangers,5,Buffalo Sabres,5,OT,,,
1990-11-21,Minnesota North Stars,3,Detroit Red Wings,4,,,,
1990-11-21,Quebec Nordiques,4,Hartford Whalers,4,OT,,,
1990-11-21,Philadelphia Flyers,5,Pittsburgh Penguins,4,,,,
1990-11-21,Chicago Blackhawks,1,Vancouver Canucks,4,,,,
1990-11-21,Toronto Maple Leafs,3,Washington Capitals,5,,,,
1990-11-22,Los Angeles Kings,3,Calgary Flames,6,,,,
1990-11-22,Winnipeg Jets,1,New York Islanders,3,,,,
1990-11-23,Hartford Whalers,4,Boston Bruins,3,,,,
1990-11-23,Edmonton Oilers,2,Buffalo Sabres,3,OT,,,
1990-11-23,St. Louis Blues,3,Detroit Red Wings,5,,,,
1990-11-23,Vancouver Canucks,4,Minnesota North Stars,6,,,,
1990-11-23,Toronto Maple Leafs,1,Philadelphia Flyers,4,,,,
1990-11-23,Pittsburgh Penguins,3,Washington Capitals,7,,,,
1990-11-24,Chicago Blackhawks,5,Calgary Flames,3,,,,
1990-11-24,Boston Bruins,4,Hartford Whalers,3,,,,
1990-11-24,New Jersey Devils,5,Minnesota North Stars,3,,,,
1990-11-24,Los Angeles Kings,4,Montreal Canadiens,2,,,,
1990-11-24,New York Rangers,2,New York Islanders,2,OT,,,
1990-11-24,Washington Capitals,2,Pittsburgh Penguins,3,OT,,,
1990-11-24,Winnipeg Jets,11,Quebec Nordiques,4,,,,
1990-11-24,Vancouver Canucks,3,St. Louis Blues,3,OT,,,
1990-11-24,Edmonton Oilers,4,Toronto Maple Leafs,1,,,,
1990-11-25,Winnipeg Jets,3,Montreal Canadiens,4,,,,
1990-11-25,New York Islanders,1,Philadelphia Flyers,4,,,,
1990-11-25,Los Angeles Kings,4,Quebec Nordiques,4,OT,,,
1990-11-26,Buffalo Sabres,0,New York Rangers,5,,,,
1990-11-27,Los Angeles Kings,3,Detroit Red Wings,4,,,,
1990-11-27,Philadelphia Flyers,5,New York Islanders,1,,,,
1990-11-27,Edmonton Oilers,7,Pittsburgh Penguins,3,,,,
1990-11-27,Toronto Maple Leafs,4,St. Louis Blues,3,OT,,,
1990-11-27,Minnesota North Stars,1,Vancouver Canucks,1,OT,,,
1990-11-28,Quebec Nordiques,4,Hartford Whalers,3,,,,
1990-11-28,Buffalo Sabres,2,Montreal Canadiens,1,,,,
1990-11-28,Philadelphia Flyers,5,New Jersey Devils,5,OT,,,
1990-11-28,Washington Capitals,6,New York Rangers,3,,,,
1990-11-28,Calgary Flames,2,Winnipeg Jets,2,OT,,,
1990-11-29,Edmonton Oilers,2,Boston Bruins,4,,,,
1990-11-29,Detroit Red Wings,5,Chicago Blackhawks,1,,,,
1990-11-29,Hartford Whalers,6,Pittsburgh Penguins,4,,,,
1990-11-29,Los Angeles Kings,4,St. Louis Blues,4,OT,,,
1990-11-29,Toronto Maple Leafs,1,Vancouver Canucks,2,,,,
1990-11-30,New York Islanders,5,New Jersey Devils,5,OT,,,
1990-11-30,New York Rangers,1,Philadelphia Flyers,5,,,,
1990-11-30,Minnesota North Stars,4,Winnipeg Jets,2,,,,
1990-11-30,Montreal Canadiens,4,Washington Capitals,3,,,,
1990-12-01,New York Rangers,5,Boston Bruins,4,,,,
1990-12-01,Chicago Blackhawks,3,Detroit Red Wings,4,,,,
1990-12-01,Edmonton Oilers,4,Hartford Whalers,2,,,,
1990-12-01,Toronto Maple Leafs,4,Los Angeles Kings,3,,,,
1990-12-01,Pittsburgh Penguins,3,Minnesota North Stars,6,,,,
1990-12-01,Calgary Flames,5,Montreal Canadiens,3,,,,
1990-12-01,Washington Capitals,3,New York Islanders,1,,,,
1990-12-01,Buffalo Sabres,2,Quebec Nordiques,4,,,,
1990-12-01,New Jersey Devils,4,St. Louis Blues,1,,,,
1990-12-02,Detroit Red Wings,3,Buffalo Sabres,3,OT,,,
1990-12-02,St. Louis Blues,2,Chicago Blackhawks,3,,,,
1990-12-02,Edmonton Oilers,6,Philadelphia Flyers,3,,,,
1990-12-02,Calgary Flames,5,Quebec Nordiques,5,OT,,,
1990-12-02,Vancouver Canucks,5,Winnipeg Jets,1,,,,
1990-12-03,Hartford Whalers,4,Montreal Canadiens,2,,,,
1990-12-03,Pittsburgh Penguins,9,New York Rangers,4,,,,
1990-12-03,New Jersey Devils,4,Winnipeg Jets,4,OT,,,
1990-12-04,Boston Bruins,5,Detroit Red Wings,4,OT,,,
1990-12-04,Vancouver Canucks,4,New York Islanders,2,,,,
1990-12-05,New York Rangers,1,Calgary Flames,4,,,,
1990-12-05,Quebec Nordiques,2,Edmonton Oilers,3,,,,
1990-12-05,Montreal Canadiens,4,Hartford Whalers,3,,,,
1990-12-05,Winnipeg Jets,3,Los Angeles Kings,3,OT,,,
1990-12-05,Vancouver Canucks,4,New Jersey Devils,9,,,,
1990-12-05,Washington Capitals,3,Pittsburgh Penguins,1,,,,
1990-12-05,Minnesota North Stars,3,Toronto Maple Leafs,2,,,,
1990-12-06,Montreal Canadiens,6,Boston Bruins,4,,,,
1990-12-06,New York Islanders,2,Chicago Blackhawks,5,,,,
1990-12-06,Toronto Maple Leafs,2,Minnesota North Stars,1,OT,,,
1990-12-06,Buffalo Sabres,4,Philadelphia Flyers,3,,,,
1990-12-07,Hartford Whalers,4,Buffalo Sabres,3,OT,,,
1990-12-07,Quebec Nordiques,5,Calgary Flames,3,,,,
1990-12-07,St. Louis Blues,6,Detroit Red Wings,3,,,,
1990-12-07,New York Rangers,3,Edmonton Oilers,4,,,,
1990-12-07,Vancouver Canucks,2,Pittsburgh Penguins,2,OT,,,
1990-12-07,New Jersey Devils,2,Washington Capitals,5,,,,
1990-12-08,Pittsburgh Penguins,1,Hartford Whalers,3,,,,
1990-12-08,Winnipeg Jets,4,Los Angeles Kings,4,OT,,,
1990-12-08,Philadelphia Flyers,0,Minnesota North Stars,7,,,,
1990-12-08,Boston Bruins,1,Montreal Canadiens,7,,,,
1990-12-08,Washington Capitals,2,New Jersey Devils,4,,,,
1990-12-08,Detroit Red Wings,1,St. Louis Blues,2,,,,
1990-12-08,Chicago Blackhawks,2,Toronto Maple Leafs,1,,,,
1990-12-09,Boston Bruins,3,Buffalo Sabres,2,,,,
1990-12-09,Philadelphia Flyers,5,Chicago Blackhawks,4,,,,
1990-12-09,Calgary Flames,3,Edmonton Oilers,2,,,,
1990-12-10,Quebec Nordiques,3,Vancouver Canucks,2,OT,,,
1990-12-11,Buffalo Sabres,3,Detroit Red Wings,8,,,,
1990-12-11,New York Rangers,6,Los Angeles Kings,4,,,,
1990-12-11,Calgary Flames,5,Minnesota North Stars,4,,,,
1990-12-11,New Jersey Devils,2,New York Islanders,3,,,,
1990-12-11,Chicago Blackhawks,4,Pittsburgh Penguins,1,,,,
1990-12-11,Winnipeg Jets,3,St. Louis Blues,3,OT,,,
1990-12-11,Philadelphia Flyers,1,Washington Capitals,4,,,,
1990-12-12,Vancouver Canucks,4,Edmonton Oilers,5,,,,
1990-12-12,Boston Bruins,5,Hartford Whalers,1,,,,
1990-12-12,Montreal Canadiens,1,Toronto Maple Leafs,4,,,,
1990-12-13,Hartford Whalers,2,Boston Bruins,8,,,,
1990-12-13,Winnipeg Jets,4,Chicago Blackhawks,5,,,,
1990-12-13,Quebec Nordiques,2,Detroit Red Wings,5,,,,
1990-12-13,Calgary Flames,4,Los Angeles Kings,1,,,,
1990-12-13,New York Islanders,2,Philadelphia Flyers,2,OT,,,
1990-12-13,New Jersey Devils,5,Pittsburgh Penguins,9,,,,
1990-12-13,Minnesota North Stars,2,St. Louis Blues,4,,,,
1990-12-14,Pittsburgh Penguins,4,Buffalo Sabres,3,,,,
1990-12-14,New York Rangers,5,Vancouver Canucks,3,,,,
1990-12-15,New Jersey Devils,1,Boston Bruins,1,OT,,,
1990-12-15,Edmonton Oilers,3,Los Angeles Kings,8,,,,
1990-12-15,Chicago Blackhawks,1,Minnesota North Stars,5,,,,
1990-12-15,Detroit Red Wings,3,Philadelphia Flyers,1,,,,
1990-12-15,New York Islanders,7,Quebec Nordiques,2,,,,
1990-12-15,St. Louis Blues,4,Toronto Maple Leafs,2,,,,
1990-12-15,Montreal Canadiens,2,Winnipeg Jets,4,,,,
1990-12-15,Hartford Whalers,3,Washington Capitals,2,,,,
1990-12-16,St. Louis Blues,5,Buffalo Sabres,3,,,,
1990-12-16,Minnesota North Stars,2,Chicago Blackhawks,5,,,,
1990-12-16,Detroit Red Wings,1,Pittsburgh Penguins,4,,,,
1990-12-16,Calgary Flames,5,Vancouver Canucks,2,,,,
1990-12-16,Philadelphia Flyers,4,Winnipeg Jets,2,,,,
1990-12-17,Washington Capitals,3,New York Rangers,5,,,,
1990-12-18,Vancouver Canucks,3,Calgary Flames,2,,,,
1990-12-18,Philadelphia Flyers,1,Detroit Red Wings,3,,,,
1990-12-18,Los Angeles Kings,3,Edmonton Oilers,4,,,,
1990-12-18,Buffalo Sabres,4,Hartford Whalers,3,OT,,,
1990-12-18,Boston Bruins,3,New Jersey Devils,8,,,,
1990-12-18,Toronto Maple Leafs,2,New York Islanders,2,OT,,,
1990-12-18,Winnipeg Jets,2,Pittsburgh Penguins,9,,,,
1990-12-18,Montreal Canadiens,4,Quebec Nordiques,6,,,,
1990-12-19,Washington Capitals,2,Chicago Blackhawks,3,,,,
1990-12-19,Quebec Nordiques,1,Montreal Canadiens,1,OT,,,
1990-12-19,Toronto Maple Leafs,4,New York Rangers,1,,,,
1990-12-20,Buffalo Sabres,1,Boston Bruins,4,,,,
1990-12-20,Los Angeles Kings,4,Calgary Flames,3,OT,,,
1990-12-20,Winnipeg Jets,1,Detroit Red Wings,3,,,,
1990-12-20,Hartford Whalers,2,New York Islanders,4,,,,
1990-12-20,New Jersey Devils,3,Philadelphia Flyers,3,OT,,,
1990-12-20,Minnesota North Stars,3,Pittsburgh Penguins,4,,,,
1990-12-20,Washington Capitals,3,St. Louis Blues,3,OT,,,
1990-12-20,Edmonton Oilers,4,Vancouver Canucks,7,,,,
1990-12-22,Minnesota North Stars,2,Boston Bruins,6,,,,
1990-12-22,Edmonton Oilers,6,Calgary Flames,2,,,,
1990-12-22,Philadelphia Flyers,0,Hartford Whalers,1,,,,
1990-12-22,New York Rangers,1,Montreal Canadiens,3,,,,
1990-12-22,Pittsburgh Penguins,4,New York Islanders,3,,,,
1990-12-22,New Jersey Devils,4,Quebec Nordiques,1,,,,
1990-12-22,Chicago Blackhawks,0,St. Louis Blues,5,,,,
1990-12-22,Los Angeles Kings,3,Vancouver Canucks,4,,,,
1990-12-22,Detroit Red Wings,5,Winnipeg Jets,2,,,,
1990-12-22,Toronto Maple Leafs,5,Washington Capitals,2,,,,
1990-12-23,Quebec Nordiques,3,Buffalo Sabres,10,,,,
1990-12-23,Detroit Red Wings,2,Chicago Blackhawks,3,,,,
1990-12-23,Vancouver Canucks,3,Edmonton Oilers,4,,,,
1990-12-23,Minnesota North Stars,5,Hartford Whalers,2,,,,
1990-12-23,Toronto Maple Leafs,2,New Jersey Devils,4,,,,
1990-12-23,Boston Bruins,5,New York Rangers,5,OT,,,
1990-12-23,Montreal Canadiens,4,Philadelphia Flyers,4,OT,,,
1990-12-23,New York Islanders,4,Pittsburgh Penguins,3,OT,,,
1990-12-26,Boston Bruins,3,Buffalo Sabres,3,OT,,,
1990-12-26,St. Louis Blues,6,Chicago Blackhawks,6,OT,,,
1990-12-26,Winnipeg Jets,6,Minnesota North Stars,4,,,,
1990-12-26,Hartford Whalers,4,Quebec Nordiques,1,,,,
1990-12-26,Pittsburgh Penguins,7,Washington Capitals,3,,,,
1990-12-27,Calgary Flames,1,Edmonton Oilers,4,,,,
1990-12-27,Philadelphia Flyers,7,Los Angeles Kings,5,,,,
1990-12-27,New York Islanders,1,New Jersey Devils,1,OT,,,
1990-12-27,St. Louis Blues,4,Toronto Maple Leafs,6,,,,
1990-12-27,Montreal Canadiens,7,Vancouver Canucks,5,,,,
1990-12-28,Chicago Blackhawks,0,Buffalo Sabres,5,,,,
