Date,Visitor,G,Home,G,,Att.,LOG,Notes
1993-12-15,Montreal Canadiens,3,Florida Panthers,3,OT,,,
1993-12-15,Boston Bruins,5,New Jersey Devils,4,,,,
1993-12-15,Hartford Whalers,2,New York Rangers,5,,,,
1993-12-15,St. Louis Blues,3,San Jose Sharks,1,,,,
1993-12-15,Ottawa Senators,3,Tampa Bay Lightning,4,,,,
1993-12-15,Mighty Ducks of Anaheim,1,Toronto Maple Leafs,0,,,,
1993-12-16,Quebec Nordiques,2,Philadelphia Flyers,3,,,,
1993-12-16,Buffalo Sabres,1,Pittsburgh Penguins,2,,,,
1993-12-17,Los Angeles Kings,0,Buffalo Sabres,2,,,,
1993-12-17,St. Louis Blues,4,Calgary Flames,3,,,,
1993-12-17,Mighty Ducks of Anaheim,3,Dallas Stars,2,,,,
1993-12-17,New York Rangers,4,Detroit Red Wings,6,,,,
1993-12-17,San Jose Sharks,2,Edmonton Oilers,4,,,,
1993-12-17,Toronto Maple Leafs,2,New York Islanders,6,,,,
1993-12-17,Winnipeg Jets,1,Vancouver Canucks,6,,,,
1993-12-17,Ottawa Senators,2,Washington Capitals,11,,,,
1993-12-18,Winnipeg Jets,4,Calgary Flames,5,OT,,,
1993-12-18,Washington Capitals,1,Hartford Whalers,4,,,,
1993-12-18,Detroit Red Wings,1,Montreal Canadiens,8,,,,
1993-12-18,Chicago Blackhawks,2,Philadelphia Flyers,2,OT,,,
1993-12-18,New Jersey Devils,6,Quebec Nordiques,2,,,,
1993-12-18,Boston Bruins,5,Tampa Bay Lightning,3,,,,
1993-12-18,Los Angeles Kings,1,Toronto Maple Leafs,4,,,,
1993-12-19,Tampa Bay Lightning,3,Buffalo Sabres,3,OT,,,
1993-12-19,Mighty Ducks of Anaheim,0,Chicago Blackhawks,2,,,,
1993-12-19,St. Louis Blues,4,Edmonton Oilers,1,,,,
1993-12-19,Boston Bruins,2,Florida Panthers,1,OT,,,
1993-12-19,Philadelphia Flyers,2,New Jersey Devils,4,,,,
1993-12-19,Ottawa Senators,3,New York Rangers,6,,,,
1993-12-19,New York Islanders,6,Pittsburgh Penguins,3,,,,
1993-12-19,San Jose Sharks,5,Quebec Nordiques,7,,,,
1993-12-19,Dallas Stars,3,Vancouver Canucks,1,,,,
1993-12-20,Los Angeles Kings,5,Calgary Flames,4,OT,,,
1993-12-20,Mighty Ducks of Anaheim,7,Winnipeg Jets,5,,,,
1993-12-21,Chicago Blackhawks,1,Detroit Red Wings,5,,,,
1993-12-21,Quebec Nordiques,1,Ottawa Senators,2,,,,
1993-12-21,Washington Capitals,4,Philadelphia Flyers,1,,,,
1993-12-21,Tampa Bay Lightning,3,Pittsburgh Penguins,8,,,,
1993-12-21,Edmonton Oilers,3,Vancouver Canucks,6,,,,
1993-12-22,Calgary Flames,3,Edmonton Oilers,7,,,,
1993-12-22,New York Rangers,2,Florida Panthers,3,,,,
1993-12-22,New Jersey Devils,3,Hartford Whalers,6,,,,
1993-12-22,Dallas Stars,3,Mighty Ducks of Anaheim,2,OT,,,
1993-12-22,New York Islanders,5,Montreal Canadiens,3,,,,
1993-12-22,San Jose Sharks,2,Toronto Maple Leafs,2,OT,,,
1993-12-23,Pittsburgh Penguins,4,Boston Bruins,3,,,,
1993-12-23,Montreal Canadiens,0,Buffalo Sabres,5,,,,
1993-12-23,San Jose Sharks,3,Chicago Blackhawks,5,,,,
1993-12-23,Dallas Stars,2,Los Angeles Kings,1,,,,
1993-12-23,Toronto Maple Leafs,2,New Jersey Devils,3,,,,
1993-12-23,Hartford Whalers,2,Ottawa Senators,1,,,,
1993-12-23,Detroit Red Wings,3,Philadelphia Flyers,1,,,,
1993-12-23,Tampa Bay Lightning,4,St. Louis Blues,7,,,,
1993-12-23,Calgary Flames,3,Vancouver Canucks,4,,,,at Saskatoon SK
1993-12-23,Quebec Nordiques,2,Winnipeg Jets,5,,,,
1993-12-23,New York Rangers,1,Washington Capitals,0,,,,
1993-12-26,Ottawa Senators,2,Hartford Whalers,3,OT,,,
1993-12-26,Los Angeles Kings,3,Mighty Ducks of Anaheim,2,,,,
1993-12-26,Buffalo Sabres,3,New York Islanders,4,OT,,,
1993-12-26,New Jersey Devils,3,New York Rangers,8,,,,
1993-12-26,Chicago Blackhawks,2,St. Louis Blues,3,,,,
1993-12-26,Florida Panthers,3,Tampa Bay Lightning,1,,,,at Orlando FL
1993-12-26,Pittsburgh Penguins,3,Washington Capitals,7,,,,
1993-12-27,Philadelphia Flyers,2,Buffalo Sabres,0,,,,
1993-12-27,Toronto Maple Leafs,2,Chicago Blackhawks,5,,,,
1993-12-27,Detroit Red Wings,6,Dallas Stars,0,,,,
1993-12-27,Winnipeg Jets,0,Edmonton Oilers,6,,,,
1993-12-27,Boston Bruins,5,Ottawa Senators,3,,,,
1993-12-27,Montreal Canadiens,5,St. Louis Blues,2,,,,
1993-12-28,Vancouver Canucks,5,Los Angeles Kings,6,,,,
1993-12-28,Hartford Whalers,2,New Jersey Devils,4,,,,
1993-12-28,Mighty Ducks of Anaheim,3,New York Islanders,0,,,,
1993-12-28,Philadelphia Flyers,4,Pittsburgh Penguins,4,OT,,,
1993-12-28,Tampa Bay Lightning,4,Quebec Nordiques,1,,,,
1993-12-28,Calgary Flames,3,San Jose Sharks,3,OT,,,
1993-12-28,Florida Panthers,3,Washington Capitals,3,OT,,,
1993-12-29,Toronto Maple Leafs,0,Dallas Stars,4,,,,
1993-12-29,Montreal Canadiens,3,Edmonton Oilers,6,,,,
1993-12-29,Florida Panthers,5,Hartford Whalers,3,,,,
1993-12-29,New York Islanders,3,Quebec Nordiques,5,,,,
1993-12-29,New York Rangers,4,St. Louis Blues,3,,,,
1993-12-29,Chicago Blackhawks,2,Winnipeg Jets,3,,,,
1993-12-30,Edmonton Oilers,1,Calgary Flames,7,,,,
1993-12-30,Tampa Bay Lightning,3,Ottawa Senators,0,,,,
1993-12-30,Mighty Ducks of Anaheim,0,Washington Capitals,3,,,,
1993-12-31,Philadelphia Flyers,4,Boston Bruins,3,,,,at Minneapolis MN
1993-12-31,New York Rangers,1,Buffalo Sabres,4,,,,
1993-12-31,Montreal Canadiens,5,Calgary Flames,2,,,,
1993-12-31,Dallas Stars,5,Chicago Blackhawks,2,,,,
1993-12-31,Los Angeles Kings,4,Detroit Red Wings,4,OT,,,
1993-12-31,Quebec Nordiques,5,Pittsburgh Penguins,4,,,,
1993-12-31,San Jose Sharks,3,Vancouver Canucks,2,,,,
1993-12-31,St. Louis Blues,1,Winnipeg Jets,2,,,,
1994-01-01,Mighty Ducks of Anaheim,2,Florida Panthers,4,,,,
1994-01-01,Hartford Whalers,4,New York Islanders,3,,,,
1994-01-01,New Jersey Devils,7,Ottawa Senators,1,,,,
1994-01-01,Los Angeles Kings,7,Toronto Maple Leafs,4,,,,
1994-01-01,Tampa Bay Lightning,5,Washington Capitals,5,OT,,,
1994-01-02,Washington Capitals,2,Boston Bruins,8,,,,
1994-01-02,Toronto Maple Leafs,3,Buffalo Sabres,3,OT,,,
1994-01-02,Winnipeg Jets,1,Chicago Blackhawks,5,,,,
1994-01-02,Quebec Nordiques,6,Dallas Stars,4,,,,
1994-01-02,San Jose Sharks,4,Edmonton Oilers,4,OT,,,
1994-01-02,Pittsburgh Penguins,2,Hartford Whalers,7,,,,
1994-01-02,Calgary Flames,3,St. Louis Blues,4,OT,,,
1994-01-02,Mighty Ducks of Anaheim,4,Tampa Bay Lightning,1,,,,at Orlando FL
1994-01-02,Montreal Canadiens,3,Vancouver Canucks,2,,,,
1994-01-03,Florida Panthers,2,New York Rangers,3,,,,
1994-01-03,Pittsburgh Penguins,4,Ottawa Senators,1,,,,
1994-01-04,Chicago Blackhawks,2,Dallas Stars,1,OT,,,
1994-01-04,Quebec Nordiques,1,Los Angeles Kings,5,,,,
1994-01-04,New York Islanders,3,New Jersey Devils,6,,,,
1994-01-04,Montreal Canadiens,2,San Jose Sharks,2,OT,,,
1994-01-04,Detroit Red Wings,4,St. Louis Blues,4,OT,,,
1994-01-04,Tampa Bay Lightning,1,Toronto Maple Leafs,0,,,,at Hamilton ON
1994-01-05,Winnipeg Jets,0,Hartford Whalers,4,,,,
1994-01-05,Calgary Flames,4,New York Rangers,1,,,,
1994-01-05,Vancouver Canucks,7,Ottawa Senators,2,,,,
1994-01-05,Montreal Canadiens,4,Quebec Nordiques,0,,,,at Phoenix AZ
1994-01-06,Winnipeg Jets,4,Boston Bruins,5,,,,
1994-01-06,Mighty Ducks of Anaheim,6,Chicago Blackhawks,2,,,,
1994-01-06,Philadelphia Flyers,0,Dallas Stars,8,,,,
1994-01-06,St. Louis Blues,2,Hartford Whalers,1,,,,at Cleveland OH
1994-01-06,Detroit Red Wings,10,San Jose Sharks,3,,,,
1994-01-06,Ottawa Senators,3,Toronto Maple Leafs,6,,,,
1994-01-07,Pittsburgh Penguins,4,Buffalo Sabres,3,OT,,,
1994-01-07,Quebec Nordiques,4,Edmonton Oilers,6,,,,
1994-01-07,Florida Panthers,1,New Jersey Devils,4,,,,
1994-01-07,Calgary Flames,2,New York Islanders,6,,,,
1994-01-08,Florida Panthers,2,Boston Bruins,2,OT,,,
1994-01-08,New York Islanders,0,Hartford Whalers,6,,,,
1994-01-08,Detroit Red Wings,6,Los Angeles Kings,3,,,,
1994-01-08,New York Rangers,2,Montreal Canadiens,3,,,,
1994-01-08,Winnipeg Jets,3,Ottawa Senators,2,,,,
1994-01-08,Calgary Flames,2,Pittsburgh Penguins,2,OT,,,
1994-01-08,Mighty Ducks of Anaheim,5,St. Louis Blues,3,,,,
1994-01-08,Philadelphia Flyers,2,Tampa Bay Lightning,4,,,,
1994-01-08,Vancouver Canucks,3,Toronto Maple Leafs,5,,,,
1994-01-08,Chicago Blackhawks,1,Washington Capitals,4,,,,
1994-01-09,Vancouver Canucks,3,Buffalo Sabres,5,,,,
1994-01-09,Edmonton Oilers,4,Chicago Blackhawks,2,,,,
1994-01-09,St. Louis Blues,1,Dallas Stars,2,,,,
1994-01-09,Washington Capitals,4,New Jersey Devils,0,,,,
1994-01-10,Toronto Maple Leafs,3,Boston Bruins,0,,,,
1994-01-10,Detroit Red Wings,6,Mighty Ducks of Anaheim,4,,,,
1994-01-10,Winnipeg Jets,2,Montreal Canadiens,4,,,,
1994-01-10,Tampa Bay Lightning,5,New York Rangers,2,,,,
1994-01-10,New York Islanders,3,Ottawa Senators,3,OT,,,
1994-01-11,Quebec Nordiques,0,Calgary Flames,1,,,,
1994-01-11,Buffalo Sabres,5,Chicago Blackhawks,2,,,,
1994-01-11,Edmonton Oilers,2,Dallas Stars,5,,,,
1994-01-11,Ottawa Senators,1,Philadelphia Flyers,4,,,,
1994-01-11,Boston Bruins,4,Pittsburgh Penguins,5,OT,,,
1994-01-11,Los Angeles Kings,2,San Jose Sharks,2,OT,,,
1994-01-11,Toronto Maple Leafs,2,Washington Capitals,1,,,,
1994-01-12,Tampa Bay Lightning,4,Detroit Red Wings,2,,,,
1994-01-12,Hartford Whalers,4,Los Angeles Kings,6,,,,
1994-01-12,San Jose Sharks,5,Mighty Ducks of Anaheim,2,,,,
1994-01-12,New Jersey Devils,2,Montreal Canadiens,3,,,,
1994-01-12,Quebec Nordiques,3,Vancouver Canucks,4,,,,
1994-01-12,Buffalo Sabres,2,Winnipeg Jets,3,,,,
1994-01-13,Tampa Bay Lightning,0,Chicago Blackhawks,1,,,,
1994-01-13,Boston Bruins,2,Philadelphia Flyers,6,,,,
1994-01-13,Florida Panthers,2,Pittsburgh Penguins,2,OT,,,
1994-01-13,Edmonton Oilers,4,St. Louis Blues,6,,,,
1994-01-13,Dallas Stars,3,Toronto Maple Leafs,4,OT,,,
1994-01-14,Dallas Stars,3,Detroit Red Wings,9,,,,
1994-01-14,Hartford Whalers,3,Mighty Ducks of Anaheim,6,,,,
1994-01-14,Montreal Canadiens,2,New York Islanders,5,,,,
1994-01-14,Philadelphia Flyers,2,New York Rangers,5,,,,
1994-01-14,Ottawa Senators,2,Vancouver Canucks,2,OT,,,
1994-01-14,New Jersey Devils,5,Washington Capitals,2,,,,
1994-01-15,Detroit Red Wings,3,Boston Bruins,2,,,,
1994-01-15,Ottawa Senators,0,Calgary Flames,10,,,,
1994-01-15,Florida Panthers,5,Montreal Canadiens,2,,,,
1994-01-15,Los Angeles Kings,5,New Jersey Devils,3,,,,
1994-01-15,Chicago Blackhawks,5,New York Islanders,5,OT,,,
1994-01-15,Edmonton Oilers,3,Pittsburgh Penguins,4,,,,
1994-01-15,Washington Capitals,4,Quebec Nordiques,0,,,,
1994-01-15,Hartford Whalers,2,San Jose Sharks,8,,,,
1994-01-15,Buffalo Sabres,1,St. Louis Blues,2,,,,
1994-01-15,Toronto Maple Leafs,5,Winnipeg Jets,1,,,,
1994-01-16,New York Rangers,5,Chicago Blackhawks,1,,,,
1994-01-16,Buffalo Sabres,4,Dallas Stars,2,,,,
1994-01-16,Vancouver Canucks,4,Mighty Ducks of Anaheim,3,,,,
1994-01-16,Los Angeles Kings,2,Philadelphia Flyers,5,,,,
1994-01-16,Tampa Bay Lightning,3,Winnipeg Jets,2,OT,,,
1994-01-17,Hartford Whalers,3,Boston Bruins,5,,,,
1994-01-17,Washington Capitals,1,Montreal Canadiens,3,,,,
1994-01-17,Florida Panthers,2,New York Islanders,1,,,,
1994-01-17,Calgary Flames,2,San Jose Sharks,3,,,,
1994-01-17,Detroit Red Wings,6,Tampa Bay Lightning,3,,,,at Minneapolis MN
1994-01-18,Los Angeles Kings,3,Dallas Stars,5,,,,
1994-01-18,St. Louis Blues,1,New York Rangers,4,,,,
1994-01-18,Edmonton Oilers,3,Ottawa Senators,4,OT,,,
1994-01-18,Pittsburgh Penguins,3,Quebec Nordiques,6,,,,
1994-01-18,Mighty Ducks of Anaheim,3,Toronto Maple Leafs,3,OT,,,
1994-01-19,Edmonton Oilers,1,Buffalo Sabres,1,OT,,,
1994-01-19,Mighty Ducks of Anaheim,4,Detroit Red Wings,4,OT,,,
1994-01-19,Washington Capitals,1,Florida Panthers,5,,,,
1994-01-19,Toronto Maple Leafs,3,Hartford Whalers,3,OT,,,
1994-01-19,Boston Bruins,3,Montreal Canadiens,3,OT,,,
1994-01-19,St. Louis Blues,3,Philadelphia Flyers,8,,,,
1994-01-19,New York Islanders,3,Tampa Bay Lightning,4,OT,,,
1994-01-19,Calgary Flames,4,Vancouver Canucks,3,,,,
1994-01-19,New Jersey Devils,4,Winnipeg Jets,0,,,,
1994-01-24,Los Angeles Kings,3,Calgary Flames,3,OT,,,at Phoenix AZ
1994-01-24,New Jersey Devils,6,Dallas Stars,2,,,,
1994-01-24,Vancouver Canucks,5,Edmonton Oilers,4,OT,,,at Saskatoon SK
1994-01-24,Montreal Canadiens,3,Florida Panthers,8,,,,
1994-01-24,Boston Bruins,2,Hartford Whalers,1,,,,
1994-01-24,St. Louis Blues,3,Mighty Ducks of Anaheim,2,OT,,,
1994-01-24,Buffalo Sabres,0,Tampa Bay Lightning,4,,,,at Orlando FL
1994-01-25,Chicago Blackhawks,5,Detroit Red Wings,0,,,,
1994-01-25,Winnipeg Jets,4,Los Angeles Kings,4,OT,,,
1994-01-25,Ottawa Senators,2,Pittsburgh Penguins,4,,,,
1994-01-25,Philadelphia Flyers,4,Quebec Nordiques,6,,,,
1994-01-25,New York Rangers,8,San Jose Sharks,3,,,,
1994-01-25,St. Louis Blues,3,Vancouver Canucks,3,OT,,,
1994-01-25,Boston Bruins,3,Washington Capitals,1,,,,
1994-01-26,Dallas Stars,3,Calgary Flames,2,,,,
1994-01-26,New Jersey Devils,3,Edmonton Oilers,3,OT,,,
1994-01-26,Montreal Canadiens,3,Hartford Whalers,0,,,,
1994-01-26,Winnipeg Jets,1,Mighty Ducks of Anaheim,3,,,,
1994-01-26,Florida Panthers,1,Tampa Bay Lightning,1,OT,,,
1994-01-26,New York Islanders,3,Toronto Maple Leafs,4,,,,
1994-01-27,Washington Capitals,2,Buffalo Sabres,7,,,,
1994-01-27,Detroit Red Wings,4,Chicago Blackhawks,3,OT,,,
1994-01-27,New York Rangers,5,Los Angeles Kings,4,OT,,,
1994-01-27,Hartford Whalers,1,Ottawa Senators,1,OT,,,
1994-01-27,Quebec Nordiques,0,Pittsburgh Penguins,3,,,,
1994-01-27,Dallas Stars,3,Vancouver Canucks,2,OT,,,
1994-01-28,New Jersey Devils,2,Calgary Flames,2,OT,,,
1994-01-28,St. Louis Blues,3,Edmonton Oilers,2,,,,
1994-01-28,San Jose Sharks,3,Florida Panthers,3,OT,,,
1994-01-28,New York Rangers,2,Mighty Ducks of Anaheim,3,,,,
1994-01-28,Boston Bruins,3,New York Islanders,0,,,,
1994-01-29,New York Islanders,1,Boston Bruins,2,,,,
1994-01-29,St. Louis Blues,5,Calgary Flames,3,,,,
1994-01-29,Ottawa Senators,3,Chicago Blackhawks,3,OT,,,
1994-01-29,Winnipeg Jets,1,Detroit Red Wings,7,,,,
1994-01-29,Dallas Stars,5,Edmonton Oilers,3,,,,
1994-01-29,Quebec Nordiques,3,Hartford Whalers,2,,,,
1994-01-29,Mighty Ducks of Anaheim,1,Los Angeles Kings,5,,,,
1994-01-29,Buffalo Sabres,3,Montreal Canadiens,2,,,,
1994-01-29,Washington Capitals,4,Philadelphia Flyers,2,,,,
1994-01-29,San Jose Sharks,2,Tampa Bay Lightning,1,,,,
1994-01-29,Pittsburgh Penguins,4,Toronto Maple Leafs,4,OT,,,
1994-01-29,New Jersey Devils,3,Vancouver Canucks,6,,,,
1994-01-30,Florida Panthers,3,Buffalo Sabres,2,,,,
1994-01-30,Philadelphia Flyers,4,Montreal Canadiens,5,OT,,,
1994-01-30,Detroit Red Wings,3,Washington Capitals,6,,,,
1994-01-31,Quebec Nordiques,3,Boston Bruins,4,,,,
1994-01-31,Pittsburgh Penguins,3,New York Rangers,5,,,,
1994-01-31,Chicago Blackhawks,1,Ottawa Senators,0,,,,
1994-01-31,Los Angeles Kings,1,Vancouver Canucks,3,,,,
1994-02-01,San Jose Sharks,4,New York Islanders,5,,,,
1994-02-01,Florida Panthers,1,Pittsburgh Penguins,2,,,,
1994-02-01,Hartford Whalers,2,Quebec Nordiques,1,,,,
1994-02-01,Toronto Maple Leafs,4,St. Louis Blues,4,OT,,,
1994-02-02,Los Angeles Kings,4,Edmonton Oilers,6,,,,
1994-02-02,Calgary Flames,4,Mighty Ducks of Anaheim,2,,,,
1994-02-02,Hartford Whalers,2,Montreal Canadiens,9,,,,
1994-02-02,Buffalo Sabres,3,New Jersey Devils,2,,,,
1994-02-02,New York Islanders,4,New York Rangers,4,OT,,,
1994-02-02,Florida Panthers,4,Ottawa Senators,1,,,,
1994-02-02,Washington Capitals,5,Philadelphia Flyers,2,,,,at Cleveland OH
1994-02-02,Detroit Red Wings,3,Tampa Bay Lightning,1,,,,
1994-02-02,Chicago Blackhawks,4,Vancouver Canucks,6,,,,
1994-02-02,Dallas Stars,7,Winnipeg Jets,3,,,,
1994-02-03,New York Rangers,3,Boston Bruins,0,,,,
1994-02-03,San Jose Sharks,3,Philadelphia Flyers,2,OT,,,
1994-02-03,Quebec Nordiques,4,St. Louis Blues,3,,,,
1994-02-04,Pittsburgh Penguins,6,Detroit Red Wings,3,,,,
1994-02-04,Chicago Blackhawks,3,Edmonton Oilers,1,,,,
1994-02-04,Buffalo Sabres,7,Florida Panthers,2,,,,
1994-02-04,Vancouver Canucks,0,Mighty Ducks of Anaheim,3,,,,
1994-02-04,Ottawa Senators,2,New Jersey Devils,5,,,,
1994-02-04,Hartford Whalers,2,Winnipeg Jets,2,OT,,,
1994-02-04,Montreal Canadiens,4,Washington Capitals,0,,,,
1994-02-05,Philadelphia Flyers,0,Boston Bruins,4,,,,
1994-02-05,Calgary Flames,5,Los Angeles Kings,4,OT,,,
1994-02-05,Pittsburgh Penguins,3,New Jersey Devils,7,,,,
1994-02-05,Montreal Canadiens,4,Ottawa Senators,3,,,,
1994-02-05,New York Islanders,3,Quebec Nordiques,2,,,,
1994-02-05,San Jose Sharks,3,St. Louis Blues,4,,,,
1994-02-05,Detroit Red Wings,4,Toronto Maple Leafs,3,,,,
1994-02-05,Tampa Bay Lightning,3,Washington Capitals,6,,,,
1994-02-06,New York Islanders,1,Buffalo Sabres,4,,,,
1994-02-06,San Jose Sharks,7,Dallas Stars,1,,,,
1994-02-06,Winnipeg Jets,2,Edmonton Oilers,5,,,,
1994-02-06,Boston Bruins,0,Florida Panthers,3,,,,
1994-02-06,Chicago Blackhawks,3,Mighty Ducks of Anaheim,2,,,,
1994-02-06,Hartford Whalers,4,Vancouver Canucks,2,,,,
1994-02-07,Edmonton Oilers,3,Calgary Flames,4,,,,
1994-02-07,Washington Capitals,4,New York Rangers,1,,,,
1994-02-07,Montreal Canadiens,4,Pittsburgh Penguins,1,,,,
1994-02-07,Tampa Bay Lightning,2,Toronto Maple Leafs,1,,,,
1994-02-08,Vancouver Canucks,6,Detroit Red Wings,3,,,,
1994-02-08,Buffalo Sabres,1,New York Islanders,3,,,,
1994-02-08,Philadelphia Flyers,3,Ottawa Senators,3,OT,,,
1994-02-08,Boston Bruins,6,Quebec Nordiques,1,,,,
1994-02-08,Chicago Blackhawks,3,San Jose Sharks,4,,,,at Sacramento CA
1994-02-08,Winnipeg Jets,5,St. Louis Blues,6,,,,
1994-02-09,Winnipeg Jets,2,Dallas Stars,4,,,,
1994-02-09,Calgary Flames,6,Edmonton Oilers,1,,,,
1994-02-09,Chicago Blackhawks,2,Los Angeles Kings,4,,,,
1994-02-09,New York Rangers,3,Montreal Canadiens,4,OT,,,
1994-02-10,Buffalo Sabres,3,Boston Bruins,3,OT,,,
1994-02-10,Vancouver Canucks,3,New Jersey Devils,7,,,,
1994-02-10,Tampa Bay Lightning,6,Ottawa Senators,2,,,,
1994-02-10,Florida Panthers,3,Philadelphia Flyers,4,OT,,,
1994-02-10,New York Islanders,5,Pittsburgh Penguins,3,,,,
1994-02-10,Washington Capitals,4,St. Louis Blues,3,,,,
1994-02-11,Montreal Canadiens,1,Buffalo Sabres,5,,,,
1994-02-11,Hartford Whalers,1,Calgary Flames,4,,,,
1994-02-11,Philadelphia Flyers,3,Detroit Red Wings,6,,,,
1994-02-11,Los Angeles Kings,5,Mighty Ducks of Anaheim,3,,,,
1994-02-11,Chicago Blackhawks,3,San Jose Sharks,4,,,,
1994-02-11,Toronto Maple Leafs,3,Winnipeg Jets,1,,,,
1994-02-12,New Jersey Devils,3,Boston Bruins,5,,,,
1994-02-12,Toronto Maple Leafs,2,Calgary Flames,3,,,,
1994-02-12,Hartford Whalers,5,Edmonton Oilers,2,,,,
1994-02-12,Washington Capitals,6,Los Angeles Kings,1,,,,
1994-02-12,Quebec Nordiques,2,Montreal Canadiens,5,,,,
1994-02-12,Florida Panthers,4,New York Islanders,3,,,,
1994-02-12,New York Rangers,4,Ottawa Senators,3,OT,,,
1994-02-12,Dallas Stars,9,Pittsburgh Penguins,3,,,,
1994-02-12,Detroit Red Wings,5,St. Louis Blues,4,OT,,,
1994-02-12,Vancouver Canucks,3,Tampa Bay Lightning,2,,,,
1994-02-13,Dallas Stars,5,Buffalo Sabres,3,,,,
1994-02-13,Mighty Ducks of Anaheim,6,Edmonton Oilers,3,,,,
1994-02-13,Vancouver Canucks,1,Florida Panthers,2,,,,
1994-02-13,Pittsburgh Penguins,3,Philadelphia Flyers,0,,,,
1994-02-13,Chicago Blackhawks,0,San Jose Sharks,1,,,,
1994-02-13,New Jersey Devils,3,Tampa Bay Lightning,3,OT,,,
1994-02-14,Chicago Blackhawks,4,Calgary Flames,2,,,,
1994-02-14,Boston Bruins,3,Los Angeles Kings,2,OT,,,
1994-02-14,New York Rangers,4,Quebec Nordiques,2,,,,
1994-02-15,Tampa Bay Lightning,1,New York Islanders,2,,,,
1994-02-15,Winnipeg Jets,3,Pittsburgh Penguins,5,,,,
1994-02-15,Philadelphia Flyers,6,San Jose Sharks,4,,,,
1994-02-15,Vancouver Canucks,2,St. Louis Blues,3,,,,
1994-02-15,Detroit Red Wings,4,Toronto Maple Leafs,5,OT,,,
1994-02-15,Edmonton Oilers,2,Washington Capitals,2,OT,,,
1994-02-16,Boston Bruins,3,Dallas Stars,0,,,,
1994-02-16,Florida Panthers,3,Detroit Red Wings,7,,,,
1994-02-16,Buffalo Sabres,5,Hartford Whalers,3,,,,
1994-02-16,Philadelphia Flyers,3,Mighty Ducks of Anaheim,6,,,,
1994-02-17,Vancouver Canucks,4,Chicago Blackhawks,2,,,,
1994-02-17,Hartford Whalers,4,Pittsburgh Penguins,6,,,,
1994-02-17,Quebec Nordiques,8,San Jose Sharks,2,,,,
1994-02-17,Montreal Canadiens,3,Tampa Bay Lightning,4,,,,
1994-02-17,New Jersey Devils,1,Toronto Maple Leafs,2,,,,
1994-02-18,Florida Panthers,1,Buffalo Sabres,4,,,,
1994-02-18,Calgary Flames,2,Dallas Stars,4,,,,
1994-02-18,Edmonton Oilers,1,Detroit Red Wings,5,,,,
1994-02-18,Philadelphia Flyers,4,Los Angeles Kings,3,,,,
1994-02-18,Quebec Nordiques,1,Mighty Ducks of Anaheim,0,,,,
1994-02-18,Ottawa Senators,0,New York Rangers,3,,,,
1994-02-18,Boston Bruins,1,St. Louis Blues,3,,,,
1994-02-18,Chicago Blackhawks,7,Winnipeg Jets,2,,,,
1994-02-18,New York Islanders,1,Washington Capitals,3,,,,
1994-02-19,New York Rangers,2,Hartford Whalers,4,,,,
1994-02-19,Pittsburgh Penguins,1,Montreal Canadiens,4,,,,
1994-02-19,Tampa Bay Lightning,4,New Jersey Devils,5,,,,
1994-02-19,Ottawa Senators,0,New York Islanders,4,,,,
1994-02-19,Los Angeles Kings,3,San Jose Sharks,4,,,,
1994-02-19,Edmonton Oilers,2,Toronto Maple Leafs,3,,,,
1994-02-20,New Jersey Devils,1,Chicago Blackhawks,1,OT,,,
1994-02-20,Detroit Red Wings,4,Florida Panthers,3,OT,,,
1994-02-20,Mighty Ducks of Anaheim,1,St. Louis Blues,4,,,,
1994-02-20,Boston Bruins,2,Tampa Bay Lightning,2,OT,,,
1994-02-20,Calgary Flames,5,Winnipeg Jets,2,,,,
1994-02-20,Buffalo Sabres,3,Washington Capitals,3,OT,,,
1994-02-21,Quebec Nordiques,1,Buffalo Sabres,2,,,,
1994-02-21,Toronto Maple Leafs,6,Los Angeles Kings,4,,,,
1994-02-21,Washington Capitals,0,New York Islanders,4,,,,
1994-02-21,Pittsburgh Penguins,3,New York Rangers,4,OT,,,
1994-02-21,Montreal Canadiens,7,Philadelphia Flyers,8,,,,
1994-02-21,Dallas Stars,6,San Jose Sharks,3,,,,
1994-02-22,Calgary Flames,4,Vancouver Canucks,4,OT,,,
1994-02-22,Florida Panthers,3,Winnipeg Jets,2,,,,at Hamilton ON
1994-02-23,Mighty Ducks of Anaheim,2,Buffalo Sabres,4,,,,
1994-02-23,New Jersey Devils,7,Detroit Red Wings,2,,,,
1994-02-23,Toronto Maple Leafs,3,Edmonton Oilers,6,,,,
1994-02-23,Dallas Stars,0,Los Angeles Kings,0,OT,,,
1994-02-23,San Jose Sharks,1,Montreal Canadiens,3,,,,
1994-02-23,Boston Bruins,6,New York Rangers,3,,,,
1994-02-24,Tampa Bay Lightning,4,Calgary Flames,0,,,,
1994-02-24,Winnipeg Jets,3,Chicago Blackhawks,6,,,,
1994-02-24,Hartford Whalers,0,Detroit Red Wings,3,,,,at Cleveland OH
1994-02-24,Washington Capitals,2,Florida Panthers,1,,,,
1994-02-24,New York Rangers,3,New Jersey Devils,1,,,,
1994-02-24,San Jose Sharks,4,Ottawa Senators,6,,,,
1994-02-24,New York Islanders,4,Philadelphia Flyers,5,OT,,,
1994-02-24,Mighty Ducks of Anaheim,2,Pittsburgh Penguins,2,OT,,,
