Date,Visitor,G,Home,G,,Att.,LOG,Notes
2012-04-19,Phoenix Coyotes,3,Chicago Blackhawks,2,OT,,,
2012-04-19,Florida Panthers,0,New Jersey Devils,4,,,,
2012-04-19,St. Louis Blues,2,San Jose Sharks,1,,,,
2012-04-19,Boston Bruins,1,Washington Capitals,2,,,,
2012-04-20,Detroit Red Wings,1,Nashville Predators,2,,,,
2012-04-20,Philadelphia Flyers,2,Pittsburgh Penguins,3,,,,
2012-04-21,Washington Capitals,4,Boston Bruins,3,,,,
2012-04-21,New Jersey Devils,0,Florida Panthers,3,,,,
2012-04-21,Ottawa Senators,2,New York Rangers,0,,,,
2012-04-21,Chicago Blackhawks,2,Phoenix Coyotes,1,OT,,,
2012-04-21,San Jose Sharks,1,St. Louis Blues,3,,,,
2012-04-22,Pittsburgh Penguins,1,Philadelphia Flyers,5,,,,
2012-04-22,Los Angeles Kings,2,Vancouver Canucks,1,OT,,,
2012-04-22,Boston Bruins,4,Washington Capitals,3,OT,,,
2012-04-23,Phoenix Coyotes,4,Chicago Blackhawks,0,,,,
2012-04-23,New York Rangers,3,Ottawa Senators,2,,,,
2012-04-24,Florida Panthers,2,New Jersey Devils,3,OT,,,
2012-04-25,Washington Capitals,2,Boston Bruins,1,OT,,,
2012-04-26,New Jersey Devils,3,Florida Panthers,2,2OT,,,
2012-04-26,Ottawa Senators,1,New York Rangers,2,,,,
2012-04-27,Nashville Predators,3,Phoenix Coyotes,4,OT,,,
2012-04-28,Washington Capitals,1,New York Rangers,3,,,,
2012-04-28,Los Angeles Kings,3,St. Louis Blues,1,,,,
2012-04-29,New Jersey Devils,3,Philadelphia Flyers,4,OT,,,
2012-04-29,Nashville Predators,3,Phoenix Coyotes,5,,,,
2012-04-30,Washington Capitals,3,New York Rangers,2,,,,
2012-04-30,Los Angeles Kings,5,St. Louis Blues,2,,,,
2012-05-01,New Jersey Devils,4,Philadelphia Flyers,1,,,,
2012-05-02,Phoenix Coyotes,0,Nashville Predators,2,,,,
2012-05-02,New York Rangers,2,Washington Capitals,1,3OT,,,
2012-05-03,St. Louis Blues,2,Los Angeles Kings,4,,,,
2012-05-03,Philadelphia Flyers,3,New Jersey Devils,4,OT,,,
2012-05-04,Phoenix Coyotes,1,Nashville Predators,0,,,,
2012-05-05,New York Rangers,2,Washington Capitals,3,,,,
2012-05-06,St. Louis Blues,1,Los Angeles Kings,3,,,,
2012-05-06,Philadelphia Flyers,2,New Jersey Devils,4,,,,
2012-05-07,Washington Capitals,2,New York Rangers,3,OT,,,
2012-05-07,Nashville Predators,1,Phoenix Coyotes,2,,,,
2012-05-08,New Jersey Devils,3,Philadelphia Flyers,1,,,,
2012-05-09,New York Rangers,1,Washington Capitals,2,,,,
2012-05-12,Washington Capitals,1,New York Rangers,2,,,,
2012-05-13,Los Angeles Kings,4,Phoenix Coyotes,2,,,,
2012-05-14,New Jersey Devils,0,New York Rangers,3,,,,
2012-05-15,Los Angeles Kings,4,Phoenix Coyotes,0,,,,
2012-05-16,New Jersey Devils,3,New York Rangers,2,,,,
2012-05-17,Phoenix Coyotes,1,Los Angeles Kings,2,,,,
2012-05-19,New York Rangers,3,New Jersey Devils,0,,,,
2012-05-20,Phoenix Coyotes,2,Los Angeles Kings,0,,,,
2012-05-21,New York Rangers,1,New Jersey Devils,4,,,,
2012-05-22,Los Angeles Kings,4,Phoenix Coyotes,3,OT,,,
2012-05-23,New Jersey Devils,5,New York Rangers,3,,,,
2012-05-25,New York Rangers,2,New Jersey Devils,3,OT,,,
2012-05-30,Los Angeles Kings,2,New Jersey Devils,1,OT,,,
2012-06-02,Los Angeles Kings,2,New Jersey Devils,1,OT,,,
2012-06-04,New Jersey Devils,0,Los Angeles Kings,4,,,,
2012-06-06,New Jersey Devils,3,Los Angeles Kings,1,,,,
2012-06-09,Los Angeles Kings,1,New Jersey Devils,2,,,,
2012-06-11,New Jersey Devils,1,Los Angeles Kings,6,,,,
