Date,Visitor,G,Home,G,,Att.,LOG,Notes
2006-04-30,Philadelphia Flyers,0,Buffalo Sabres,3,,,,
2006-04-30,Montreal Canadiens,1,Carolina Hurricanes,2,,,,
2006-04-30,Colorado Avalanche,3,Dallas Stars,2,OT,,,
2006-04-30,San Jose Sharks,2,Nashville Predators,1,,,,
2006-05-01,Detroit Red Wings,3,Edmonton Oilers,4,,,,
2006-05-01,Calgary Flames,1,Mighty Ducks of Anaheim,2,,,,
2006-05-02,Carolina Hurricanes,2,Montreal Canadiens,1,OT,,,
2006-05-02,Buffalo Sabres,7,Philadelphia Flyers,1,,,,
2006-05-03,Mighty Ducks of Anaheim,3,Calgary Flames,0,,,,
2006-05-05,Colorado Avalanche,0,Mighty Ducks of Anaheim,5,,,,
2006-05-05,Buffalo Sabres,7,Ottawa Senators,6,OT,,,
2006-05-06,New Jersey Devils,0,Carolina Hurricanes,6,,,,
2006-05-07,Colorado Avalanche,0,Mighty Ducks of Anaheim,3,,,,
2006-05-07,Edmonton Oilers,1,San Jose Sharks,2,,,,
2006-05-08,New Jersey Devils,2,Carolina Hurricanes,3,OT,,,
2006-05-08,Buffalo Sabres,2,Ottawa Senators,1,,,,
2006-05-08,Edmonton Oilers,1,San Jose Sharks,2,,,,
2006-05-09,Mighty Ducks of Anaheim,4,Colorado Avalanche,3,OT,,,
2006-05-10,Ottawa Senators,2,Buffalo Sabres,3,OT,,,
2006-05-10,San Jose Sharks,2,Edmonton Oilers,3,3OT,,,
2006-05-10,Carolina Hurricanes,3,New Jersey Devils,2,,,,
2006-05-11,Ottawa Senators,2,Buffalo Sabres,1,,,,
2006-05-11,Mighty Ducks of Anaheim,4,Colorado Avalanche,1,,,,
2006-05-12,San Jose Sharks,3,Edmonton Oilers,6,,,,
2006-05-13,Carolina Hurricanes,1,New Jersey Devils,5,,,,
2006-05-13,Buffalo Sabres,3,Ottawa Senators,2,OT,,,
2006-05-14,New Jersey Devils,1,Carolina Hurricanes,4,,,,
2006-05-14,Edmonton Oilers,6,San Jose Sharks,3,,,,
2006-05-17,San Jose Sharks,0,Edmonton Oilers,2,,,,
2006-05-19,Edmonton Oilers,3,Mighty Ducks of Anaheim,1,,,,
2006-05-20,Buffalo Sabres,3,Carolina Hurricanes,2,,,,
2006-05-21,Edmonton Oilers,3,Mighty Ducks of Anaheim,1,,,,
2006-05-22,Buffalo Sabres,3,Carolina Hurricanes,4,,,,
2006-05-23,Mighty Ducks of Anaheim,4,Edmonton Oilers,5,,,,
2006-05-24,Carolina Hurricanes,3,Buffalo Sabres,4,,,,
2006-05-25,Mighty Ducks of Anaheim,6,Edmonton Oilers,3,,,,
2006-05-26,Carolina Hurricanes,4,Buffalo Sabres,0,,,,
2006-05-27,Edmonton Oilers,2,Mighty Ducks of Anaheim,1,,,,
2006-05-28,Buffalo Sabres,3,Carolina Hurricanes,4,OT,,,
2006-05-30,Carolina Hurricanes,1,Buffalo Sabres,2,OT,,,
2006-06-01,Buffalo Sabres,2,Carolina Hurricanes,4,,,,
2006-06-05,Edmonton Oilers,4,Carolina Hurricanes,5,,,,
2006-06-07,Edmonton Oilers,0,Carolina Hurricanes,5,,,,
2006-06-10,Carolina Hurricanes,1,Edmonton Oilers,2,,,,
2006-06-12,Carolina Hurricanes,2,Edmonton Oilers,1,,,,
2006-06-14,Edmonton Oilers,4,Carolina Hurricanes,3,OT,,,
2006-06-17,Carolina Hurricanes,0,Edmonton Oilers,4,,,,
2006-06-19,Edmonton Oilers,1,Carolina Hurricanes,3,,,,
