Date,Visitor,G,Home,G,,Att.,LOG,Notes
1988-12-31,New Jersey Devils,6,Pittsburgh Penguins,8,,,,
1988-12-31,Quebec Nordiques,1,Toronto Maple Leafs,6,,,,
1989-01-01,Toronto Maple Leafs,3,Chicago Blackhawks,3,OT,,,
1989-01-01,Montreal Canadiens,4,Vancouver Canucks,0,,,,
1989-01-02,St. Louis Blues,7,Boston Bruins,8,,,,
1989-01-02,Edmonton Oilers,3,Minnesota North Stars,2,OT,,,
1989-01-02,Hartford Whalers,4,New York Rangers,5,,,,
1989-01-02,Pittsburgh Penguins,0,Washington Capitals,8,,,,
1989-01-03,Quebec Nordiques,1,Calgary Flames,5,,,,
1989-01-03,Philadelphia Flyers,4,New York Islanders,1,,,,
1989-01-04,Hartford Whalers,5,Buffalo Sabres,4,OT,,,
1989-01-04,St. Louis Blues,2,Detroit Red Wings,4,,,,
1989-01-04,Quebec Nordiques,2,Edmonton Oilers,4,,,,
1989-01-04,Washington Capitals,3,New York Rangers,3,OT,,,
1989-01-04,Vancouver Canucks,2,Winnipeg Jets,4,,,,
1989-01-05,New York Islanders,5,Boston Bruins,3,,,,
1989-01-05,Los Angeles Kings,6,Calgary Flames,8,,,,
1989-01-05,Philadelphia Flyers,3,Minnesota North Stars,5,,,,
1989-01-06,Vancouver Canucks,2,Detroit Red Wings,2,OT,,,
1989-01-06,Buffalo Sabres,4,New Jersey Devils,5,,,,
1989-01-06,Los Angeles Kings,4,Winnipeg Jets,4,OT,,,
1989-01-06,Toronto Maple Leafs,0,Washington Capitals,3,,,,
1989-01-07,Edmonton Oilers,2,Calgary Flames,7,,,,
1989-01-07,Boston Bruins,1,Montreal Canadiens,3,,,,
1989-01-07,Detroit Red Wings,2,New Jersey Devils,5,,,,
1989-01-07,New York Rangers,5,New York Islanders,1,,,,
1989-01-07,Vancouver Canucks,7,Pittsburgh Penguins,5,,,,
1989-01-07,Philadelphia Flyers,4,St. Louis Blues,7,,,,
1989-01-07,Buffalo Sabres,6,Toronto Maple Leafs,1,,,,
1989-01-07,Chicago Blackhawks,3,Washington Capitals,6,,,,
1989-01-08,New York Islanders,2,Chicago Blackhawks,3,,,,
1989-01-08,Calgary Flames,0,Edmonton Oilers,6,,,,
1989-01-08,Boston Bruins,4,Quebec Nordiques,2,,,,
1989-01-08,Los Angeles Kings,4,Winnipeg Jets,4,OT,,,
1989-01-09,Montreal Canadiens,2,Detroit Red Wings,3,,,,
1989-01-09,New Jersey Devils,5,New York Rangers,4,,,,
1989-01-09,Vancouver Canucks,0,Toronto Maple Leafs,3,,,,
1989-01-10,Edmonton Oilers,4,Los Angeles Kings,5,OT,,,
1989-01-10,Minnesota North Stars,2,Philadelphia Flyers,3,,,,
1989-01-10,New York Islanders,3,Pittsburgh Penguins,5,,,,
1989-01-10,Washington Capitals,4,Quebec Nordiques,4,OT,,,
1989-01-10,Hartford Whalers,2,Winnipeg Jets,1,,,,
1989-01-11,Winnipeg Jets,3,Calgary Flames,8,,,,
1989-01-11,Detroit Red Wings,2,Chicago Blackhawks,2,OT,,,
1989-01-11,New Jersey Devils,0,Montreal Canadiens,1,,,,
1989-01-11,Washington Capitals,3,Toronto Maple Leafs,2,,,,
1989-01-12,Montreal Canadiens,5,Boston Bruins,3,,,,
1989-01-12,Chicago Blackhawks,5,Buffalo Sabres,6,,,,
1989-01-12,St. Louis Blues,4,Los Angeles Kings,7,,,,
1989-01-12,Pittsburgh Penguins,9,Minnesota North Stars,2,,,,
1989-01-12,Quebec Nordiques,2,Philadelphia Flyers,7,,,,
1989-01-13,New York Islanders,5,New Jersey Devils,3,,,,
1989-01-13,Winnipeg Jets,3,Vancouver Canucks,1,,,,
1989-01-13,Edmonton Oilers,3,Washington Capitals,5,,,,
1989-01-14,Detroit Red Wings,5,Boston Bruins,5,OT,,,
1989-01-14,Hartford Whalers,6,Los Angeles Kings,9,,,,
1989-01-14,Calgary Flames,1,Minnesota North Stars,1,OT,,,
1989-01-14,Chicago Blackhawks,5,New York Islanders,3,,,,
1989-01-14,New York Rangers,4,Pittsburgh Penguins,4,OT,,,
1989-01-14,Buffalo Sabres,1,Quebec Nordiques,1,OT,,,
1989-01-14,Montreal Canadiens,5,Toronto Maple Leafs,3,,,,
1989-01-15,Calgary Flames,2,Buffalo Sabres,3,,,,
1989-01-15,Edmonton Oilers,0,New Jersey Devils,1,,,,
1989-01-15,Pittsburgh Penguins,4,New York Rangers,6,,,,
1989-01-15,Detroit Red Wings,8,Philadelphia Flyers,4,,,,
1989-01-15,St. Louis Blues,1,Vancouver Canucks,2,,,,
1989-01-15,Minnesota North Stars,4,Winnipeg Jets,1,,,,
1989-01-15,Boston Bruins,4,Washington Capitals,3,,,,
1989-01-16,Edmonton Oilers,2,Chicago Blackhawks,2,OT,,,
1989-01-16,Hartford Whalers,3,Toronto Maple Leafs,5,,,,
1989-01-17,Calgary Flames,7,Detroit Red Wings,1,,,,
1989-01-17,Pittsburgh Penguins,2,New York Islanders,5,,,,
1989-01-17,New Jersey Devils,4,Quebec Nordiques,7,,,,
1989-01-17,Los Angeles Kings,2,St. Louis Blues,5,,,,
1989-01-17,Philadelphia Flyers,3,Vancouver Canucks,5,,,,
1989-01-18,Minnesota North Stars,3,Buffalo Sabres,3,OT,,,
1989-01-18,New York Rangers,6,Chicago Blackhawks,4,,,,
1989-01-18,Hartford Whalers,1,Montreal Canadiens,3,,,,
1989-01-18,Edmonton Oilers,9,Winnipeg Jets,4,,,,
1989-01-19,Calgary Flames,7,Boston Bruins,2,,,,
1989-01-19,Montreal Canadiens,4,Hartford Whalers,6,,,,
1989-01-19,Quebec Nordiques,5,New Jersey Devils,4,,,,
1989-01-19,Los Angeles Kings,2,New York Islanders,4,,,,
1989-01-19,New York Rangers,5,St. Louis Blues,0,,,,
1989-01-19,Minnesota North Stars,3,Toronto Maple Leafs,3,OT,,,
1989-01-20,Chicago Blackhawks,3,Detroit Red Wings,2,,,,
1989-01-20,Philadelphia Flyers,1,Edmonton Oilers,1,OT,,,
1989-01-20,Pittsburgh Penguins,3,Winnipeg Jets,7,,,,
1989-01-20,New Jersey Devils,6,Washington Capitals,5,OT,,,
1989-01-21,Buffalo Sabres,6,Boston Bruins,5,OT,,,
1989-01-21,Pittsburgh Penguins,7,Edmonton Oilers,4,,,,
1989-01-21,Los Angeles Kings,4,Hartford Whalers,5,,,,
1989-01-21,Toronto Maple Leafs,3,Montreal Canadiens,4,,,,
1989-01-21,Minnesota North Stars,6,New York Islanders,8,,,,
1989-01-21,Calgary Flames,3,Quebec Nordiques,4,,,,
1989-01-21,Chicago Blackhawks,2,St. Louis Blues,4,,,,
1989-01-21,New York Rangers,5,Vancouver Canucks,4,OT,,,
1989-01-21,Philadelphia Flyers,7,Winnipeg Jets,3,,,,
1989-01-22,Boston Bruins,4,Buffalo Sabres,6,,,,
1989-01-22,Detroit Red Wings,4,Washington Capitals,3,,,,
1989-01-23,New York Rangers,3,Edmonton Oilers,2,,,,
1989-01-23,Calgary Flames,3,Montreal Canadiens,1,,,,
1989-01-23,Minnesota North Stars,7,New Jersey Devils,2,,,,
1989-01-23,Hartford Whalers,5,Quebec Nordiques,0,,,,
1989-01-24,New Jersey Devils,2,New York Islanders,2,OT,,,
1989-01-24,Chicago Blackhawks,4,Vancouver Canucks,2,,,,
1989-01-24,Los Angeles Kings,4,Washington Capitals,4,OT,,,
1989-01-25,Buffalo Sabres,6,Detroit Red Wings,3,,,,
1989-01-25,Chicago Blackhawks,6,Edmonton Oilers,3,,,,
1989-01-25,St. Louis Blues,3,Hartford Whalers,3,OT,,,
1989-01-25,Winnipeg Jets,4,Pittsburgh Penguins,5,,,,
1989-01-25,Boston Bruins,2,Toronto Maple Leafs,1,OT,,,
1989-01-26,St. Louis Blues,2,Boston Bruins,4,,,,
1989-01-26,New York Rangers,3,Calgary Flames,5,,,,
1989-01-26,Vancouver Canucks,6,Los Angeles Kings,2,,,,
1989-01-26,Quebec Nordiques,3,Minnesota North Stars,5,,,,
1989-01-26,Winnipeg Jets,6,New York Islanders,8,,,,
1989-01-26,Washington Capitals,1,Philadelphia Flyers,0,,,,
1989-01-27,Montreal Canadiens,2,Buffalo Sabres,4,,,,
1989-01-27,Toronto Maple Leafs,1,Detroit Red Wings,8,,,,
1989-01-27,Hartford Whalers,8,New Jersey Devils,6,,,,
1989-01-28,Winnipeg Jets,4,Boston Bruins,3,,,,
1989-01-28,Chicago Blackhawks,4,Calgary Flames,5,OT,,,
1989-01-28,Quebec Nordiques,3,Hartford Whalers,2,OT,,,
1989-01-28,Edmonton Oilers,7,Los Angeles Kings,6,,,,
1989-01-28,New Jersey Devils,4,Minnesota North Stars,4,OT,,,
1989-01-28,Buffalo Sabres,1,Montreal Canadiens,2,,,,
1989-01-28,New York Islanders,4,Philadelphia Flyers,7,,,,
1989-01-28,Detroit Red Wings,5,Pittsburgh Penguins,10,,,,
1989-01-28,Washington Capitals,4,St. Louis Blues,4,OT,,,
1989-01-28,New York Rangers,1,Toronto Maple Leafs,1,OT,,,
1989-01-29,Calgary Flames,4,Vancouver Canucks,4,OT,,,
1989-01-30,Toronto Maple Leafs,1,Chicago Blackhawks,7,,,,
1989-01-30,Quebec Nordiques,4,Detroit Red Wings,3,,,,
1989-01-30,Washington Capitals,4,Minnesota North Stars,4,OT,,,
1989-01-30,New York Islanders,3,New York Rangers,7,,,,
1989-01-31,Buffalo Sabres,5,Hartford Whalers,3,,,,
1989-01-31,Calgary Flames,8,Los Angeles Kings,5,,,,
1989-01-31,Montreal Canadiens,5,Pittsburgh Penguins,1,,,,
1989-01-31,Winnipeg Jets,3,St. Louis Blues,5,,,,
1989-01-31,Edmonton Oilers,2,Vancouver Canucks,6,,,,
1989-02-01,Winnipeg Jets,4,Chicago Blackhawks,7,,,,
1989-02-01,Vancouver Canucks,3,Edmonton Oilers,4,,,,
1989-02-01,Boston Bruins,4,Minnesota North Stars,4,OT,,,
1989-02-01,Washington Capitals,4,New York Rangers,3,OT,,,
1989-02-02,Detroit Red Wings,2,Calgary Flames,3,OT,,,
1989-02-02,New Jersey Devils,6,Los Angeles Kings,6,OT,,,
1989-02-02,Toronto Maple Leafs,4,New York Islanders,1,,,,
1989-02-02,Pittsburgh Penguins,5,Philadelphia Flyers,3,,,,
1989-02-02,Montreal Canadiens,6,Quebec Nordiques,1,,,,
1989-02-02,Buffalo Sabres,3,St. Louis Blues,7,,,,
1989-02-03,Detroit Red Wings,5,Edmonton Oilers,8,,,,
1989-02-03,St. Louis Blues,3,Pittsburgh Penguins,3,OT,,,
1989-02-03,Boston Bruins,4,Winnipeg Jets,2,,,,
1989-02-03,Hartford Whalers,0,Washington Capitals,1,,,,
1989-02-04,Vancouver Canucks,2,Calgary Flames,5,,,,
1989-02-04,Buffalo Sabres,3,Los Angeles Kings,5,,,,
1989-02-04,New York Rangers,5,Montreal Canadiens,7,,,,
1989-02-04,Hartford Whalers,3,New York Islanders,5,,,,
1989-02-04,Minnesota North Stars,3,Quebec Nordiques,6,,,,
1989-02-04,Chicago Blackhawks,3,Toronto Maple Leafs,1,,,,
1989-02-05,Pittsburgh Penguins,5,Boston Bruins,2,,,,
1989-02-05,Vancouver Canucks,4,Calgary Flames,5,,,,
1989-02-05,St. Louis Blues,5,Chicago Blackhawks,4,,,,
1989-02-05,New Jersey Devils,4,Edmonton Oilers,2,,,,
1989-02-05,Minnesota North Stars,5,New York Rangers,3,,,,
1989-02-05,New York Islanders,3,Quebec Nordiques,2,,,,
1989-02-05,Detroit Red Wings,6,Winnipeg Jets,2,,,,
1989-02-05,Philadelphia Flyers,3,Washington Capitals,1,,,,
1989-02-09,Los Angeles Kings,1,Boston Bruins,4,,,,
1989-02-09,New Jersey Devils,6,Detroit Red Wings,3,,,,
1989-02-09,Buffalo Sabres,2,Hartford Whalers,5,,,,
1989-02-09,Vancouver Canucks,2,Minnesota North Stars,3,,,,
1989-02-09,Winnipeg Jets,3,New York Rangers,4,,,,
1989-02-09,Edmonton Oilers,3,Philadelphia Flyers,1,,,,
1989-02-09,Quebec Nordiques,2,Pittsburgh Penguins,5,,,,
1989-02-09,Calgary Flames,5,St. Louis Blues,3,,,,
1989-02-10,Vancouver Canucks,5,Buffalo Sabres,4,,,,
1989-02-10,New York Islanders,1,Chicago Blackhawks,3,,,,
1989-02-10,Los Angeles Kings,7,Washington Capitals,6,OT,,,
1989-02-11,Edmonton Oilers,2,Boston Bruins,5,,,,
1989-02-11,Winnipeg Jets,3,Hartford Whalers,7,,,,
1989-02-11,Detroit Red Wings,5,Minnesota North Stars,1,,,,
1989-02-11,New Jersey Devils,4,Montreal Canadiens,5,,,,
1989-02-11,Pittsburgh Penguins,1,Quebec Nordiques,8,,,,
1989-02-11,New York Islanders,0,St. Louis Blues,5,,,,
1989-02-11,Philadelphia Flyers,3,Toronto Maple Leafs,4,,,,
1989-02-11,Calgary Flames,2,Washington Capitals,1,,,,
1989-02-12,St. Louis Blues,2,Buffalo Sabres,5,,,,
1989-02-12,Los Angeles Kings,6,Chicago Blackhawks,2,,,,
1989-02-12,Edmonton Oilers,3,New York Rangers,1,,,,
1989-02-12,Vancouver Canucks,3,Philadelphia Flyers,2,,,,
1989-02-12,Calgary Flames,4,Pittsburgh Penguins,2,,,,
1989-02-13,Winnipeg Jets,2,Detroit Red Wings,2,OT,,,
1989-02-13,Quebec Nordiques,3,Montreal Canadiens,2,,,,
1989-02-13,Toronto Maple Leafs,1,New Jersey Devils,8,,,,
1989-02-14,Chicago Blackhawks,4,Minnesota North Stars,2,,,,
1989-02-14,Edmonton Oilers,3,New York Islanders,5,,,,
1989-02-14,New York Rangers,1,Philadelphia Flyers,3,,,,
1989-02-14,Buffalo Sabres,3,Pittsburgh Penguins,7,,,,
1989-02-14,Washington Capitals,5,St. Louis Blues,3,,,,
1989-02-14,Boston Bruins,2,Vancouver Canucks,5,,,,
1989-02-15,New Jersey Devils,3,Buffalo Sabres,5,,,,
1989-02-15,Washington Capitals,4,Chicago Blackhawks,7,,,,
1989-02-15,Minnesota North Stars,2,Detroit Red Wings,4,,,,
1989-02-15,Boston Bruins,7,Los Angeles Kings,3,,,,
1989-02-15,Hartford Whalers,4,Toronto Maple Leafs,2,,,,
1989-02-15,Calgary Flames,6,Winnipeg Jets,1,,,,
1989-02-16,St. Louis Blues,3,New York Islanders,7,,,,
1989-02-16,Montreal Canadiens,7,Philadelphia Flyers,4,,,,
1989-02-16,Quebec Nordiques,2,Vancouver Canucks,3,,,,
1989-02-17,Pittsburgh Penguins,1,Buffalo Sabres,5,,,,
1989-02-17,Chicago Blackhawks,5,Detroit Red Wings,3,,,,
1989-02-17,Washington Capitals,8,Edmonton Oilers,2,,,,
1989-02-17,Toronto Maple Leafs,10,New York Rangers,6,,,,
1989-02-17,New Jersey Devils,2,Winnipeg Jets,3,OT,,,
1989-02-18,Boston Bruins,4,Calgary Flames,3,,,,
1989-02-18,Quebec Nordiques,3,Los Angeles Kings,11,,,,
1989-02-18,Hartford Whalers,4,Minnesota North Stars,3,,,,
1989-02-18,Philadelphia Flyers,2,New York Islanders,3,,,,
1989-02-18,New York Rangers,5,Pittsburgh Penguins,3,,,,
1989-02-18,Montreal Canadiens,4,St. Louis Blues,2,,,,
1989-02-18,New Jersey Devils,3,Toronto Maple Leafs,5,,,,
1989-02-19,Detroit Red Wings,4,Buffalo Sabres,8,,,,
1989-02-19,Montreal Canadiens,4,Chicago Blackhawks,4,OT,,,
1989-02-19,Boston Bruins,4,Edmonton Oilers,2,,,,
1989-02-19,New York Islanders,4,Philadelphia Flyers,5,,,,
1989-02-19,Washington Capitals,2,Vancouver Canucks,3,,,,
1989-02-19,Hartford Whalers,6,Winnipeg Jets,7,OT,,,
1989-02-20,Washington Capitals,2,Calgary Flames,6,,,,
1989-02-20,Toronto Maple Leafs,4,Los Angeles Kings,5,,,,
1989-02-20,New Jersey Devils,4,New York Rangers,7,,,,
1989-02-21,Hartford Whalers,4,Edmonton Oilers,7,,,,
1989-02-21,Detroit Red Wings,6,New York Islanders,5,,,,
1989-02-21,Minnesota North Stars,2,Pittsburgh Penguins,1,,,,
1989-02-21,Winnipeg Jets,3,Quebec Nordiques,4,,,,
1989-02-21,St. Louis Blues,0,Vancouver Canucks,2,,,,
1989-02-22,New York Islanders,5,Buffalo Sabres,7,,,,
1989-02-22,Toronto Maple Leafs,4,Calgary Flames,3,OT,,,
1989-02-22,Minnesota North Stars,5,Chicago Blackhawks,5,OT,,,
1989-02-22,Washington Capitals,7,Los Angeles Kings,2,,,,
1989-02-22,Winnipeg Jets,3,Montreal Canadiens,6,,,,
1989-02-22,Philadelphia Flyers,6,New York Rangers,4,,,,
1989-02-23,Pittsburgh Penguins,6,Detroit Red Wings,6,OT,,,
1989-02-23,Quebec Nordiques,2,Hartford Whalers,4,,,,
1989-02-23,Toronto Maple Leafs,1,Vancouver Canucks,2,OT,,,
1989-02-24,Winnipeg Jets,4,Buffalo Sabres,5,,,,
1989-02-24,St. Louis Blues,3,Calgary Flames,4,,,,
1989-02-24,Los Angeles Kings,1,Edmonton Oilers,4,,,,
1989-02-24,Philadelphia Flyers,6,New Jersey Devils,2,,,,
1989-02-25,Chicago Blackhawks,0,Detroit Red Wings,5,,,,
1989-02-25,St. Louis Blues,3,Edmonton Oilers,5,,,,
1989-02-25,Boston Bruins,9,Hartford Whalers,1,,,,
1989-02-25,Toronto Maple Leafs,4,Minnesota North Stars,2,,,,
1989-02-25,Buffalo Sabres,1,Montreal Canadiens,6,,,,
1989-02-25,Pittsburgh Penguins,5,New York Islanders,5,OT,,,
1989-02-25,New York Rangers,7,Quebec Nordiques,2,,,,
1989-02-26,Detroit Red Wings,4,Chicago Blackhawks,4,OT,,,
1989-02-26,Pittsburgh Penguins,6,Hartford Whalers,8,,,,
1989-02-26,Vancouver Canucks,2,Montreal Canadiens,5,,,,
1989-02-26,Los Angeles Kings,1,New Jersey Devils,1,OT,,,
1989-02-26,Calgary Flames,0,Winnipeg Jets,1,,,,
1989-02-27,Philadelphia Flyers,3,Calgary Flames,6,,,,
1989-02-27,Los Angeles Kings,4,New York Rangers,6,,,,
1989-02-27,St. Louis Blues,7,Toronto Maple Leafs,5,,,,
1989-02-28,Boston Bruins,3,New Jersey Devils,3,OT,,,
1989-02-28,Hartford Whalers,3,New York Islanders,1,,,,
1989-02-28,Vancouver Canucks,3,Quebec Nordiques,2,,,,
1989-02-28,Minnesota North Stars,4,Washington Capitals,3,,,,
1989-03-01,Los Angeles Kings,5,Buffalo Sabres,4,,,,
1989-03-01,Minnesota North Stars,1,Chicago Blackhawks,5,,,,
1989-03-01,New York Islanders,5,Detroit Red Wings,6,,,,
1989-03-01,Montreal Canadiens,0,Edmonton Oilers,3,,,,
1989-03-01,Toronto Maple Leafs,4,New York Rangers,7,,,,
1989-03-01,New Jersey Devils,1,Pittsburgh Penguins,4,,,,
1989-03-01,Philadelphia Flyers,4,Winnipeg Jets,4,OT,,,
1989-03-02,Quebec Nordiques,2,Boston Bruins,5,,,,
1989-03-02,Montreal Canadiens,3,Calgary Flames,2,,,,
1989-03-02,Vancouver Canucks,1,Hartford Whalers,2,,,,
1989-03-02,Los Angeles Kings,4,St. Louis Blues,6,,,,
1989-03-03,New York Rangers,3,New Jersey Devils,6,,,,
1989-03-03,Edmonton Oilers,7,Winnipeg Jets,4,,,,
1989-03-03,Pittsburgh Penguins,2,Washington Capitals,4,,,,
1989-03-04,Vancouver Canucks,4,Boston Bruins,6,,,,
1989-03-04,Montreal Canadiens,6,Hartford Whalers,1,,,,
1989-03-04,Philadelphia Flyers,2,Los Angeles Kings,6,,,,
1989-03-04,New York Islanders,3,Minnesota North Stars,4,,,,
1989-03-04,Buffalo Sabres,2,Quebec Nordiques,6,,,,
1989-03-04,Detroit Red Wings,5,St. Louis Blues,4,OT,,,
1989-03-04,Chicago Blackhawks,3,Toronto Maple Leafs,3,OT,,,
1989-03-05,Quebec Nordiques,8,Buffalo Sabres,2,,,,
1989-03-05,St. Louis Blues,3,Chicago Blackhawks,3,OT,,,
1989-03-05,Toronto Maple Leafs,0,Hartford Whalers,3,,,,
1989-03-05,Minnesota North Stars,0,New Jersey Devils,2,,,,
1989-03-05,Boston Bruins,5,New York Rangers,0,,,,
1989-03-05,Edmonton Oilers,4,Pittsburgh Penguins,2,,,,
1989-03-05,New York Islanders,4,Winnipeg Jets,3,,,,
1989-03-05,Vancouver Canucks,0,Washington Capitals,3,,,,
1989-03-07,Winnipeg Jets,5,Calgary Flames,9,,,,
1989-03-07,Pittsburgh Penguins,2,Los Angeles Kings,3,OT,,,
1989-03-07,Detroit Red Wings,3,Minnesota North Stars,5,,,,
1989-03-07,Boston Bruins,2,New York Islanders,1,,,,
1989-03-07,Edmonton Oilers,4,Philadelphia Flyers,4,OT,,,
1989-03-07,Toronto Maple Leafs,6,Quebec Nordiques,4,,,,
1989-03-07,New Jersey Devils,2,St. Louis Blues,6,,,,
1989-03-08,New Jersey Devils,7,Chicago Blackhawks,5,,,,
1989-03-08,Edmonton Oilers,3,Hartford Whalers,7,,,,
1989-03-08,Washington Capitals,2,Montreal Canadiens,3,,,,
1989-03-08,Buffalo Sabres,2,New York Rangers,0,,,,
1989-03-08,Winnipeg Jets,0,Vancouver Canucks,3,,,,
1989-03-09,Washington Capitals,7,Boston Bruins,2,,,,
1989-03-09,Pittsburgh Penguins,3,Calgary Flames,10,,,,
1989-03-09,New York Rangers,2,Detroit Red Wings,3,,,,
1989-03-09,Philadelphia Flyers,4,New York Islanders,4,OT,,,
1989-03-09,Montreal Canadiens,5,Quebec Nordiques,2,,,,
1989-03-09,Toronto Maple Leafs,1,St. Louis Blues,4,,,,
1989-03-10,Los Angeles Kings,2,Vancouver Canucks,4,,,,
1989-03-10,Pittsburgh Penguins,5,Winnipeg Jets,1,,,,
1989-03-11,Buffalo Sabres,6,Boston Bruins,6,OT,,,
1989-03-11,Calgary Flames,5,Edmonton Oilers,5,OT,,,
1989-03-11,Hartford Whalers,3,Montreal Canadiens,5,,,,
1989-03-11,New Jersey Devils,2,New York Islanders,3,OT,,,
1989-03-11,Chicago Blackhawks,2,Philadelphia Flyers,7,,,,
1989-03-11,Minnesota North Stars,2,St. Louis Blues,2,OT,,,
1989-03-11,Detroit Red Wings,3,Toronto Maple Leafs,5,,,,
1989-03-11,New York Rangers,2,Washington Capitals,4,,,,
1989-03-12,Boston Bruins,2,Buffalo Sabres,3,,,,
1989-03-12,Pittsburgh Penguins,6,Chicago Blackhawks,5,,,,
1989-03-12,Los Angeles Kings,6,Edmonton Oilers,3,,,,
1989-03-12,Philadelphia Flyers,3,Hartford Whalers,3,OT,,,
1989-03-12,St. Louis Blues,3,Minnesota North Stars,5,,,,
1989-03-12,Toronto Maple Leafs,7,Winnipeg Jets,9,,,,
1989-03-13,New York Islanders,5,Montreal Canadiens,3,,,,
1989-03-13,Calgary Flames,3,New York Rangers,4,,,,
1989-03-14,New York Islanders,2,Hartford Whalers,8,,,,
1989-03-14,Toronto Maple Leafs,5,Minnesota North Stars,3,,,,
1989-03-14,Calgary Flames,5,New Jersey Devils,1,,,,
1989-03-14,Boston Bruins,8,Pittsburgh Penguins,2,,,,
1989-03-14,Los Angeles Kings,4,Quebec Nordiques,0,,,,
1989-03-14,Chicago Blackhawks,2,St. Louis Blues,3,,,,
1989-03-14,Detroit Red Wings,2,Vancouver Canucks,2,OT,,,
1989-03-14,Winnipeg Jets,3,Washington Capitals,6,,,,
1989-03-15,Detroit Red Wings,8,Edmonton Oilers,6,,,,
1989-03-15,Los Angeles Kings,2,Montreal Canadiens,5,,,,
1989-03-15,Winnipeg Jets,6,New York Rangers,3,,,,
1989-03-16,Quebec Nordiques,2,Boston Bruins,2,OT,,,
1989-03-16,Buffalo Sabres,6,Hartford Whalers,1,,,,
1989-03-16,Chicago Blackhawks,1,Minnesota North Stars,6,,,,
1989-03-16,Pittsburgh Penguins,2,New Jersey Devils,1,,,,
1989-03-16,St. Louis Blues,4,Philadelphia Flyers,3,OT,,,
1989-03-16,Edmonton Oilers,0,Vancouver Canucks,3,,,,
1989-03-17,Montreal Canadiens,1,Washington Capitals,4,,,,
1989-03-18,Philadelphia Flyers,3,Boston Bruins,6,,,,
1989-03-18,Washington Capitals,8,Hartford Whalers,2,,,,
1989-03-18,Calgary Flames,9,Los Angeles Kings,3,,,,
1989-03-18,Buffalo Sabres,0,Minnesota North Stars,3,,,,
1989-03-18,Chicago Blackhawks,3,New Jersey Devils,1,,,,
1989-03-18,Montreal Canadiens,7,Pittsburgh Penguins,2,,,,
1989-03-18,New York Rangers,3,Quebec Nordiques,8,,,,
1989-03-18,Detroit Red Wings,2,St. Louis Blues,3,,,,
1989-03-18,Winnipeg Jets,10,Toronto Maple Leafs,2,,,,
1989-03-18,New York Islanders,1,Vancouver Canucks,2,,,,
1989-03-19,Hartford Whalers,3,Boston Bruins,2,,,,
1989-03-19,Detroit Red Wings,3,Chicago Blackhawks,5,,,,
1989-03-19,New York Islanders,2,Edmonton Oilers,3,,,,
1989-03-19,Toronto Maple Leafs,6,Philadelphia Flyers,8,,,,
1989-03-20,Pittsburgh Penguins,2,Minnesota North Stars,7,,,,
1989-03-20,Vancouver Canucks,1,New Jersey Devils,3,,,,
1989-03-20,St. Louis Blues,4,New York Rangers,7,,,,
1989-03-20,Buffalo Sabres,4,Winnipeg Jets,1,,,,
1989-03-21,New York Islanders,1,Calgary Flames,4,,,,
1989-03-21,Los Angeles Kings,4,Edmonton Oilers,3,,,,
1989-03-22,St. Louis Blues,2,Buffalo Sabres,1,,,,
1989-03-22,Philadelphia Flyers,3,Chicago Blackhawks,2,,,,
1989-03-22,Boston Bruins,2,Hartford Whalers,4,,,,
1989-03-22,Quebec Nordiques,0,Montreal Canadiens,8,,,,
1989-03-22,Minnesota North Stars,1,New York Rangers,3,,,,
1989-03-22,Washington Capitals,5,Pittsburgh Penguins,4,,,,
1989-03-22,Vancouver Canucks,3,Toronto Maple Leafs,5,,,,
1989-03-23,New Jersey Devils,3,Boston Bruins,5,,,,
1989-03-23,Los Angeles Kings,2,Calgary Flames,4,,,,
1989-03-23,Winnipeg Jets,4,Edmonton Oilers,5,,,,
1989-03-23,Minnesota North Stars,1,New York Islanders,3,,,,
1989-03-23,Hartford Whalers,3,Quebec Nordiques,6,,,,
1989-03-24,Vancouver Canucks,2,Buffalo Sabres,5,,,,
1989-03-24,Toronto Maple Leafs,2,Detroit Red Wings,6,,,,
1989-03-24,Calgary Flames,3,Winnipeg Jets,4,OT,,,
1989-03-24,Philadelphia Flyers,1,Washington Capitals,6,,,,
1989-03-25,Chicago Blackhawks,3,Boston Bruins,6,,,,
1989-03-25,St. Louis Blues,0,Hartford Whalers,4,,,,
1989-03-25,Edmonton Oilers,2,Los Angeles Kings,4,,,,
1989-03-25,Minnesota North Stars,1,Montreal Canadiens,1,OT,,,
1989-03-25,New York Rangers,1,Philadelphia Flyers,6,,,,
1989-03-25,New Jersey Devils,4,Pittsburgh Penguins,5,,,,
1989-03-25,Buffalo Sabres,1,Quebec Nordiques,4,,,,
1989-03-25,Detroit Red Wings,5,Toronto Maple Leafs,6,,,,
1989-03-26,Calgary Flames,7,Chicago Blackhawks,5,,,,
1989-03-26,Pittsburgh Penguins,6,New York Rangers,4,,,,
1989-03-26,Vancouver Canucks,7,Winnipeg Jets,3,,,,
1989-03-26,New York Islanders,2,Washington Capitals,3,,,,
1989-03-27,St. Louis Blues,3,Detroit Red Wings,2,,,,
1989-03-27,Calgary Flames,3,Minnesota North Stars,2,,,,
1989-03-27,Boston Bruins,2,Montreal Canadiens,5,,,,
1989-03-27,Philadelphia Flyers,3,New Jersey Devils,5,,,,
1989-03-28,Hartford Whalers,2,Buffalo Sabres,4,,,,
