Date,Visitor,G,Home,G,,Att.,LOG,Notes
1988-11-11,Boston Bruins,4,New York Rangers,4,OT,,,
1988-11-11,Montreal Canadiens,3,Vancouver Canucks,1,,,,
1988-11-11,Chicago Blackhawks,6,Winnipeg Jets,5,OT,,,
1988-11-12,Calgary Flames,2,Boston Bruins,1,,,,
1988-11-12,Pittsburgh Penguins,2,Los Angeles Kings,7,,,,
1988-11-12,Hartford Whalers,3,Minnesota North Stars,1,,,,
1988-11-12,Buffalo Sabres,3,New York Islanders,0,,,,
1988-11-12,Detroit Red Wings,5,Philadelphia Flyers,4,,,,
1988-11-12,Quebec Nordiques,3,St. Louis Blues,4,,,,
1988-11-12,Edmonton Oilers,6,Toronto Maple Leafs,2,,,,
1988-11-12,New Jersey Devils,6,Washington Capitals,3,,,,
1988-11-13,Edmonton Oilers,5,Buffalo Sabres,4,OT,,,
1988-11-13,Quebec Nordiques,5,Chicago Blackhawks,5,OT,,,
1988-11-13,Detroit Red Wings,5,New York Rangers,3,,,,
1988-11-13,Pittsburgh Penguins,4,Vancouver Canucks,2,,,,
1988-11-13,Montreal Canadiens,3,Winnipeg Jets,7,,,,
1988-11-14,Minnesota North Stars,5,Toronto Maple Leafs,4,,,,
1988-11-15,Vancouver Canucks,4,Los Angeles Kings,6,,,,
1988-11-15,Calgary Flames,5,New York Islanders,1,,,,
1988-11-15,New York Rangers,3,Philadelphia Flyers,3,OT,,,
1988-11-15,Boston Bruins,5,Quebec Nordiques,5,OT,,,
1988-11-15,New Jersey Devils,4,St. Louis Blues,2,,,,
1988-11-15,Minnesota North Stars,2,Washington Capitals,4,,,,
1988-11-16,Buffalo Sabres,2,Chicago Blackhawks,3,,,,
1988-11-16,Winnipeg Jets,2,Edmonton Oilers,1,OT,,,
1988-11-16,Detroit Red Wings,4,Hartford Whalers,3,,,,
1988-11-16,New York Islanders,4,Montreal Canadiens,5,OT,,,
1988-11-16,Pittsburgh Penguins,5,Toronto Maple Leafs,8,,,,
1988-11-17,Montreal Canadiens,5,Boston Bruins,2,,,,
1988-11-17,New York Rangers,6,Los Angeles Kings,5,,,,
1988-11-17,Vancouver Canucks,6,Minnesota North Stars,7,,,,
1988-11-17,Calgary Flames,5,New Jersey Devils,3,,,,
1988-11-17,St. Louis Blues,3,Philadelphia Flyers,1,,,,
1988-11-18,Boston Bruins,2,Detroit Red Wings,5,,,,
1988-11-18,Toronto Maple Leafs,0,Winnipeg Jets,3,,,,
1988-11-18,Hartford Whalers,2,Washington Capitals,3,,,,
1988-11-19,Toronto Maple Leafs,1,Edmonton Oilers,9,,,,
1988-11-19,Calgary Flames,5,Hartford Whalers,2,,,,
1988-11-19,Buffalo Sabres,4,Los Angeles Kings,5,,,,
1988-11-19,New York Rangers,4,Minnesota North Stars,1,,,,
1988-11-19,Chicago Blackhawks,3,Montreal Canadiens,5,,,,
1988-11-19,Washington Capitals,3,New Jersey Devils,2,,,,
1988-11-19,Pittsburgh Penguins,3,New York Islanders,6,,,,
1988-11-19,Philadelphia Flyers,5,Quebec Nordiques,6,,,,
1988-11-19,Vancouver Canucks,3,St. Louis Blues,2,,,,
1988-11-20,Detroit Red Wings,5,Boston Bruins,4,OT,,,
1988-11-20,Vancouver Canucks,7,Chicago Blackhawks,4,,,,
1988-11-20,New Jersey Devils,1,Philadelphia Flyers,7,,,,
1988-11-20,Edmonton Oilers,4,Winnipeg Jets,7,,,,
1988-11-21,Montreal Canadiens,4,New York Rangers,2,,,,
1988-11-21,St. Louis Blues,0,Toronto Maple Leafs,4,,,,
1988-11-22,Washington Capitals,4,New York Islanders,2,,,,
1988-11-22,Los Angeles Kings,6,Philadelphia Flyers,1,,,,
1988-11-22,Buffalo Sabres,2,Vancouver Canucks,4,,,,
1988-11-23,New Jersey Devils,2,Calgary Flames,3,,,,
1988-11-23,Los Angeles Kings,8,Detroit Red Wings,3,,,,
1988-11-23,Quebec Nordiques,3,Hartford Whalers,4,,,,
1988-11-23,Edmonton Oilers,3,Minnesota North Stars,3,OT,,,
1988-11-23,Boston Bruins,0,Montreal Canadiens,2,,,,
1988-11-23,New York Rangers,2,Pittsburgh Penguins,8,,,,
1988-11-23,Chicago Blackhawks,3,Toronto Maple Leafs,4,,,,
1988-11-23,New York Islanders,6,Washington Capitals,7,,,,
1988-11-24,Philadelphia Flyers,1,Boston Bruins,2,OT,,,
1988-11-24,Montreal Canadiens,3,Quebec Nordiques,5,,,,
1988-11-24,Edmonton Oilers,4,St. Louis Blues,2,,,,
1988-11-25,Chicago Blackhawks,4,Buffalo Sabres,5,OT,,,
1988-11-25,Winnipeg Jets,3,Detroit Red Wings,6,,,,
1988-11-25,Toronto Maple Leafs,3,Minnesota North Stars,5,,,,
1988-11-25,New Jersey Devils,2,Vancouver Canucks,2,OT,,,
1988-11-25,Pittsburgh Penguins,5,Washington Capitals,3,,,,
1988-11-26,Chicago Blackhawks,2,Boston Bruins,8,,,,
1988-11-26,Los Angeles Kings,1,Calgary Flames,4,,,,
1988-11-26,Edmonton Oilers,5,Montreal Canadiens,7,,,,
1988-11-26,New York Rangers,6,New York Islanders,4,,,,
1988-11-26,Philadelphia Flyers,3,Pittsburgh Penguins,4,,,,
1988-11-26,Hartford Whalers,4,Quebec Nordiques,2,,,,
1988-11-26,Winnipeg Jets,4,St. Louis Blues,4,OT,,,
1988-11-26,Minnesota North Stars,6,Toronto Maple Leafs,3,,,,
1988-11-27,Philadelphia Flyers,3,Buffalo Sabres,7,,,,
1988-11-27,Washington Capitals,4,Detroit Red Wings,3,,,,
1988-11-27,New York Islanders,3,New York Rangers,5,,,,
1988-11-27,Los Angeles Kings,2,Vancouver Canucks,5,,,,
1988-11-28,Edmonton Oilers,7,Quebec Nordiques,4,,,,
1988-11-29,Vancouver Canucks,3,Calgary Flames,3,OT,,,
1988-11-29,New York Islanders,3,Detroit Red Wings,5,,,,
1988-11-29,New Jersey Devils,3,Los Angeles Kings,9,,,,
1988-11-29,Chicago Blackhawks,2,Minnesota North Stars,5,,,,
1988-11-29,Boston Bruins,1,Philadelphia Flyers,5,,,,
1988-11-29,New York Rangers,4,Winnipeg Jets,3,,,,
1988-11-29,St. Louis Blues,3,Washington Capitals,4,,,,
1988-11-30,Quebec Nordiques,2,Buffalo Sabres,6,,,,
1988-11-30,Vancouver Canucks,2,Edmonton Oilers,4,,,,
1988-11-30,Montreal Canadiens,6,Hartford Whalers,3,,,,
1988-11-30,Washington Capitals,4,Pittsburgh Penguins,6,,,,
1988-12-01,Minnesota North Stars,4,Boston Bruins,1,,,,
1988-12-01,New York Rangers,3,Calgary Flames,6,,,,
1988-12-01,Quebec Nordiques,3,Detroit Red Wings,7,,,,
1988-12-01,Toronto Maple Leafs,3,Los Angeles Kings,9,,,,
1988-12-01,Montreal Canadiens,2,Philadelphia Flyers,2,OT,,,
1988-12-01,New York Islanders,0,St. Louis Blues,8,,,,
1988-12-02,Hartford Whalers,6,Buffalo Sabres,1,,,,
1988-12-02,Calgary Flames,7,Edmonton Oilers,4,,,,
1988-12-02,Vancouver Canucks,3,Winnipeg Jets,6,,,,
1988-12-03,Minnesota North Stars,4,Hartford Whalers,2,,,,
1988-12-03,Chicago Blackhawks,4,Los Angeles Kings,6,,,,
1988-12-03,Buffalo Sabres,2,Montreal Canadiens,3,OT,,,
1988-12-03,Philadelphia Flyers,5,New Jersey Devils,3,,,,
1988-12-03,New York Islanders,2,Pittsburgh Penguins,4,,,,
1988-12-03,Detroit Red Wings,4,Quebec Nordiques,6,,,,
1988-12-03,Toronto Maple Leafs,0,St. Louis Blues,3,,,,
1988-12-03,Boston Bruins,1,Washington Capitals,1,OT,,,
1988-12-04,Pittsburgh Penguins,3,Boston Bruins,3,OT,,,
1988-12-04,New York Rangers,6,Edmonton Oilers,10,,,,
1988-12-04,New Jersey Devils,2,Philadelphia Flyers,6,,,,
1988-12-04,Calgary Flames,6,Winnipeg Jets,3,,,,
1988-12-05,Detroit Red Wings,2,Montreal Canadiens,7,,,,
1988-12-06,Quebec Nordiques,2,Calgary Flames,3,,,,
1988-12-06,Buffalo Sabres,0,Hartford Whalers,9,,,,
1988-12-06,Winnipeg Jets,5,Los Angeles Kings,4,OT,,,
1988-12-06,Boston Bruins,4,New York Islanders,3,,,,
1988-12-06,Chicago Blackhawks,6,Pittsburgh Penguins,7,,,,
1988-12-06,Minnesota North Stars,0,St. Louis Blues,3,,,,
1988-12-06,New York Rangers,5,Vancouver Canucks,3,,,,
1988-12-06,Philadelphia Flyers,3,Washington Capitals,4,,,,
1988-12-07,Quebec Nordiques,3,Edmonton Oilers,8,,,,
1988-12-07,Montreal Canadiens,2,Minnesota North Stars,2,OT,,,
1988-12-07,Washington Capitals,1,New Jersey Devils,5,,,,
1988-12-08,Buffalo Sabres,4,Boston Bruins,2,,,,
1988-12-08,Edmonton Oilers,3,Calgary Flames,5,,,,
1988-12-08,New York Rangers,4,Hartford Whalers,5,,,,
1988-12-08,Winnipeg Jets,5,Los Angeles Kings,5,OT,,,
1988-12-08,Pittsburgh Penguins,3,Philadelphia Flyers,4,,,,
1988-12-08,Montreal Canadiens,5,St. Louis Blues,1,,,,
1988-12-09,Toronto Maple Leafs,3,Detroit Red Wings,4,,,,
1988-12-09,New York Islanders,5,New Jersey Devils,6,,,,
1988-12-09,Quebec Nordiques,4,Vancouver Canucks,2,,,,
1988-12-10,New York Rangers,1,Boston Bruins,1,OT,,,
1988-12-10,Winnipeg Jets,7,Edmonton Oilers,6,,,,
1988-12-10,Calgary Flames,1,Hartford Whalers,4,,,,
1988-12-10,St. Louis Blues,3,Minnesota North Stars,1,,,,
1988-12-10,Washington Capitals,0,Montreal Canadiens,0,OT,,,
1988-12-10,Los Angeles Kings,4,New York Islanders,3,,,,
1988-12-10,Chicago Blackhawks,4,Philadelphia Flyers,6,,,,
1988-12-10,New Jersey Devils,4,Pittsburgh Penguins,4,OT,,,
1988-12-10,Detroit Red Wings,8,Toronto Maple Leafs,2,,,,
1988-12-11,Washington Capitals,6,Buffalo Sabres,4,,,,
1988-12-11,St. Louis Blues,2,Chicago Blackhawks,5,,,,
1988-12-11,Winnipeg Jets,6,Vancouver Canucks,8,,,,
1988-12-12,Boston Bruins,1,Montreal Canadiens,3,,,,
1988-12-12,Los Angeles Kings,5,New York Rangers,2,,,,
1988-12-12,Calgary Flames,4,Toronto Maple Leafs,4,OT,,,
1988-12-13,Minnesota North Stars,4,Detroit Red Wings,5,,,,
1988-12-13,St. Louis Blues,3,New Jersey Devils,4,,,,
1988-12-13,Washington Capitals,4,Quebec Nordiques,1,,,,
1988-12-14,Hartford Whalers,3,Chicago Blackhawks,4,,,,
1988-12-14,New York Islanders,1,New York Rangers,2,,,,
1988-12-14,Los Angeles Kings,4,Pittsburgh Penguins,5,,,,
1988-12-14,Edmonton Oilers,8,Toronto Maple Leafs,2,,,,
1988-12-14,Buffalo Sabres,3,Winnipeg Jets,4,,,,
1988-12-15,Edmonton Oilers,3,Boston Bruins,4,OT,,,
1988-12-15,Vancouver Canucks,0,Calgary Flames,2,,,,
1988-12-15,Buffalo Sabres,2,Minnesota North Stars,2,OT,,,
1988-12-15,Toronto Maple Leafs,3,New Jersey Devils,6,,,,
1988-12-15,Pittsburgh Penguins,8,New York Islanders,2,,,,
1988-12-15,Washington Capitals,1,Philadelphia Flyers,4,,,,
1988-12-15,Montreal Canadiens,4,Quebec Nordiques,6,,,,
1988-12-15,Hartford Whalers,3,St. Louis Blues,3,OT,,,
1988-12-16,Los Angeles Kings,6,Detroit Red Wings,4,,,,
1988-12-16,Calgary Flames,5,Vancouver Canucks,3,,,,
1988-12-17,Quebec Nordiques,2,Boston Bruins,2,OT,,,
1988-12-17,Edmonton Oilers,4,Hartford Whalers,2,,,,
1988-12-17,Los Angeles Kings,2,Minnesota North Stars,3,,,,
1988-12-17,New York Rangers,3,Montreal Canadiens,6,,,,
1988-12-17,New Jersey Devils,2,New York Islanders,5,,,,
1988-12-17,Detroit Red Wings,2,Pittsburgh Penguins,3,,,,
1988-12-17,Chicago Blackhawks,0,St. Louis Blues,4,,,,
1988-12-17,Philadelphia Flyers,7,Toronto Maple Leafs,1,,,,
1988-12-17,Winnipeg Jets,3,Washington Capitals,6,,,,
1988-12-18,New Jersey Devils,5,Chicago Blackhawks,3,,,,
1988-12-18,Winnipeg Jets,1,Philadelphia Flyers,5,,,,
1988-12-18,Boston Bruins,2,Quebec Nordiques,4,,,,
1988-12-19,Edmonton Oilers,5,Buffalo Sabres,5,OT,,,
1988-12-19,Hartford Whalers,1,Montreal Canadiens,2,,,,
1988-12-19,Washington Capitals,1,New York Rangers,3,,,,
1988-12-19,St. Louis Blues,3,Toronto Maple Leafs,4,,,,
1988-12-19,Minnesota North Stars,1,Vancouver Canucks,5,,,,
1988-12-20,St. Louis Blues,3,Detroit Red Wings,6,,,,
1988-12-20,Calgary Flames,3,Los Angeles Kings,7,,,,
1988-12-20,New York Islanders,3,Pittsburgh Penguins,5,,,,
1988-12-21,Washington Capitals,4,Chicago Blackhawks,3,,,,
1988-12-21,Vancouver Canucks,2,Edmonton Oilers,1,,,,
1988-12-21,Boston Bruins,4,Hartford Whalers,3,,,,
1988-12-21,Minnesota North Stars,6,Los Angeles Kings,8,,,,
1988-12-21,Quebec Nordiques,4,Montreal Canadiens,6,,,,
1988-12-21,Buffalo Sabres,5,New York Rangers,2,,,,
1988-12-21,Pittsburgh Penguins,6,Toronto Maple Leafs,1,,,,
1988-12-21,New Jersey Devils,5,Winnipeg Jets,5,OT,,,
1988-12-22,Montreal Canadiens,4,Boston Bruins,2,,,,
1988-12-22,Philadelphia Flyers,4,New York Islanders,2,,,,
1988-12-22,Detroit Red Wings,4,St. Louis Blues,4,OT,,,
1988-12-23,Toronto Maple Leafs,2,Buffalo Sabres,5,,,,
1988-12-23,Detroit Red Wings,2,Chicago Blackhawks,7,,,,
1988-12-23,Calgary Flames,1,Edmonton Oilers,4,,,,
1988-12-23,Pittsburgh Penguins,2,New Jersey Devils,2,OT,,,
1988-12-23,Hartford Whalers,4,Philadelphia Flyers,5,,,,
1988-12-23,Los Angeles Kings,5,Vancouver Canucks,2,,,,
1988-12-23,Quebec Nordiques,5,Winnipeg Jets,4,,,,
1988-12-23,New York Rangers,2,Washington Capitals,2,OT,,,
1988-12-26,Boston Bruins,1,Buffalo Sabres,2,,,,
1988-12-26,St. Louis Blues,4,Chicago Blackhawks,1,,,,
1988-12-26,Pittsburgh Penguins,4,Hartford Whalers,3,OT,,,
1988-12-26,Winnipeg Jets,1,Minnesota North Stars,5,,,,
1988-12-26,New Jersey Devils,1,New York Rangers,5,,,,
1988-12-26,New York Islanders,4,Toronto Maple Leafs,3,,,,
1988-12-26,Calgary Flames,3,Vancouver Canucks,2,OT,,,
1988-12-27,Montreal Canadiens,3,Los Angeles Kings,2,,,,
1988-12-27,New York Rangers,7,New Jersey Devils,5,,,,
1988-12-27,Philadelphia Flyers,3,Washington Capitals,4,,,,
1988-12-28,Detroit Red Wings,1,Buffalo Sabres,4,,,,
1988-12-28,Minnesota North Stars,3,Chicago Blackhawks,4,,,,
1988-12-28,Hartford Whalers,4,Quebec Nordiques,4,OT,,,
1988-12-28,St. Louis Blues,2,Winnipeg Jets,6,,,,
1988-12-29,Montreal Canadiens,4,Calgary Flames,3,,,,
1988-12-29,Vancouver Canucks,6,Los Angeles Kings,3,,,,
1988-12-29,Boston Bruins,6,New Jersey Devils,2,,,,
1988-12-29,Philadelphia Flyers,3,Pittsburgh Penguins,2,,,,
1988-12-29,Toronto Maple Leafs,6,Quebec Nordiques,5,,,,
1988-12-30,Detroit Red Wings,3,Hartford Whalers,4,,,,
1988-12-30,Minnesota North Stars,5,St. Louis Blues,5,OT,,,
1988-12-30,Buffalo Sabres,3,Washington Capitals,5,,,,
1988-12-31,Philadelphia Flyers,3,Buffalo Sabres,2,,,,
1988-12-31,Winnipeg Jets,4,Calgary Flames,4,OT,,,
1988-12-31,Hartford Whalers,3,Detroit Red Wings,2,,,,
1988-12-31,Montreal Canadiens,4,Edmonton Oilers,2,,,,
1988-12-31,St. Louis Blues,2,Minnesota North Stars,6,,,,
1988-12-31,Washington Capitals,4,New York Islanders,6,,,,
1988-12-31,Chicago Blackhawks,1,New York Rangers,4,,,,
