Date,Visitor,G,Home,G,,Att.,LOG,Notes
2002-05-09,Detroit Red Wings,4,St. Louis Blues,3,,,,
2002-05-10,Ottawa Senators,4,Toronto Maple Leafs,2,,,,
2002-05-11,San Jose Sharks,5,Colorado Avalanche,3,,,,
2002-05-11,St. Louis Blues,0,Detroit Red Wings,4,,,,
2002-05-12,Montreal Canadiens,1,Carolina Hurricanes,5,,,,
2002-05-12,Toronto Maple Leafs,4,Ottawa Senators,3,,,,
2002-05-13,Carolina Hurricanes,8,Montreal Canadiens,2,,,,
2002-05-13,Colorado Avalanche,2,San Jose Sharks,1,OT,,,
2002-05-14,Ottawa Senators,0,Toronto Maple Leafs,3,,,,
2002-05-15,San Jose Sharks,0,Colorado Avalanche,1,,,,
2002-05-16,Toronto Maple Leafs,2,Carolina Hurricanes,1,,,,
2002-05-18,Colorado Avalanche,3,Detroit Red Wings,5,,,,
2002-05-19,Toronto Maple Leafs,1,Carolina Hurricanes,2,OT,,,
2002-05-20,Colorado Avalanche,4,Detroit Red Wings,3,OT,,,
2002-05-21,Carolina Hurricanes,2,Toronto Maple Leafs,1,OT,,,
2002-05-22,Detroit Red Wings,2,Colorado Avalanche,1,OT,,,
2002-05-23,Carolina Hurricanes,3,Toronto Maple Leafs,0,,,,
2002-05-25,Toronto Maple Leafs,1,Carolina Hurricanes,0,,,,
2002-05-25,Detroit Red Wings,2,Colorado Avalanche,3,,,,
2002-05-27,Colorado Avalanche,2,Detroit Red Wings,1,OT,,,
2002-05-28,Carolina Hurricanes,2,Toronto Maple Leafs,1,OT,,,
2002-05-29,Detroit Red Wings,2,Colorado Avalanche,0,,,,
2002-05-31,Colorado Avalanche,0,Detroit Red Wings,7,,,,
2002-06-04,Carolina Hurricanes,3,Detroit Red Wings,2,OT,,,
2002-06-06,Carolina Hurricanes,1,Detroit Red Wings,3,,,,
2002-06-08,Detroit Red Wings,3,Carolina Hurricanes,2,3OT,,,
2002-06-10,Detroit Red Wings,3,Carolina Hurricanes,0,,,,
2002-06-13,Carolina Hurricanes,1,Detroit Red Wings,3,,,,
