Date,Visitor,G,Home,G,,Att.,LOG,Notes
1998-05-03,Detroit Red Wings,5,Phoenix Coyotes,2,,,,
1998-05-04,Edmonton Oilers,4,Colorado Avalanche,0,,,,
1998-05-07,Edmonton Oilers,1,Dallas Stars,3,,,,
1998-05-07,Ottawa Senators,2,Washington Capitals,4,,,,
1998-05-08,Montreal Canadiens,2,Buffalo Sabres,3,OT,,,
1998-05-08,St. Louis Blues,4,Detroit Red Wings,2,,,,
1998-05-09,Edmonton Oilers,2,Dallas Stars,0,,,,
1998-05-09,Ottawa Senators,1,Washington Capitals,6,,,,
1998-05-10,Montreal Canadiens,3,Buffalo Sabres,6,,,,
1998-05-10,St. Louis Blues,1,Detroit Red Wings,6,,,,
1998-05-11,Dallas Stars,1,Edmonton Oilers,0,OT,,,
1998-05-11,Washington Capitals,3,Ottawa Senators,4,,,,
1998-05-12,Buffalo Sabres,5,Montreal Canadiens,4,2OT,,,
1998-05-12,Detroit Red Wings,3,St. Louis Blues,2,2OT,,,
1998-05-13,Dallas Stars,3,Edmonton Oilers,1,,,,
1998-05-13,Washington Capitals,2,Ottawa Senators,0,,,,
1998-05-14,Buffalo Sabres,3,Montreal Canadiens,1,,,,
1998-05-14,Detroit Red Wings,5,St. Louis Blues,2,,,,
1998-05-15,Ottawa Senators,0,Washington Capitals,3,,,,
1998-05-16,Edmonton Oilers,1,Dallas Stars,2,,,,
1998-05-17,St. Louis Blues,3,Detroit Red Wings,1,,,,
1998-05-19,Detroit Red Wings,6,St. Louis Blues,1,,,,
1998-05-23,Buffalo Sabres,2,Washington Capitals,0,,,,
1998-05-24,Detroit Red Wings,2,Dallas Stars,0,,,,
1998-05-25,Buffalo Sabres,2,Washington Capitals,3,OT,,,
1998-05-26,Detroit Red Wings,1,Dallas Stars,3,,,,
1998-05-28,Washington Capitals,4,Buffalo Sabres,3,OT,,,
1998-05-29,Dallas Stars,3,Detroit Red Wings,5,,,,
1998-05-30,Washington Capitals,2,Buffalo Sabres,0,,,,
1998-05-31,Dallas Stars,2,Detroit Red Wings,3,,,,
1998-06-02,Buffalo Sabres,2,Washington Capitals,1,,,,
1998-06-03,Detroit Red Wings,2,Dallas Stars,3,OT,,,
1998-06-04,Washington Capitals,3,Buffalo Sabres,2,OT,,,
1998-06-05,Dallas Stars,0,Detroit Red Wings,2,,,,
1998-06-09,Washington Capitals,1,Detroit Red Wings,2,,,,
1998-06-11,Washington Capitals,4,Detroit Red Wings,5,OT,,,
1998-06-13,Detroit Red Wings,2,Washington Capitals,1,,,,
1998-06-16,Detroit Red Wings,4,Washington Capitals,1,,,,
