Date,Visitor,G,Home,G,,Att.,LOG,Notes
1991-12-05,Calgary Flames,3,New Jersey Devils,6,,,,
1991-12-05,Montreal Canadiens,5,New York Islanders,4,OT,,,
1991-12-05,Washington Capitals,6,Philadelphia Flyers,3,,,,
1991-12-05,Pittsburgh Penguins,8,San Jose Sharks,0,,,,
1991-12-06,New York Rangers,5,Detroit Red Wings,6,OT,,,
1991-12-06,Edmonton Oilers,4,Winnipeg Jets,4,OT,,,
1991-12-07,Philadelphia Flyers,5,Boston Bruins,3,,,,
1991-12-07,Buffalo Sabres,6,Hartford Whalers,6,OT,,,
1991-12-07,Washington Capitals,4,Minnesota North Stars,2,,,,
1991-12-07,Calgary Flames,1,Montreal Canadiens,5,,,,
1991-12-07,Detroit Red Wings,2,New Jersey Devils,2,OT,,,
1991-12-07,Chicago Blackhawks,5,New York Islanders,2,,,,
1991-12-07,Los Angeles Kings,5,Quebec Nordiques,7,,,,
1991-12-07,Pittsburgh Penguins,1,St. Louis Blues,6,,,,
1991-12-07,Vancouver Canucks,3,Toronto Maple Leafs,6,,,,
1991-12-08,Calgary Flames,4,Buffalo Sabres,2,,,,
1991-12-08,Minnesota North Stars,2,Chicago Blackhawks,7,,,,
1991-12-08,San Jose Sharks,1,Edmonton Oilers,3,,,,
1991-12-08,Boston Bruins,0,New York Rangers,4,,,,
1991-12-08,New Jersey Devils,2,Philadelphia Flyers,2,OT,,,
1991-12-08,Washington Capitals,3,Winnipeg Jets,4,,,,
1991-12-09,Montreal Canadiens,4,Toronto Maple Leafs,1,,,,
1991-12-10,Chicago Blackhawks,3,Detroit Red Wings,5,,,,
1991-12-10,New Jersey Devils,3,Minnesota North Stars,4,,,,
1991-12-10,St. Louis Blues,7,New York Islanders,7,OT,,,
1991-12-10,New York Rangers,3,Pittsburgh Penguins,5,,,,
1991-12-10,Boston Bruins,2,Quebec Nordiques,5,,,,
1991-12-10,Winnipeg Jets,3,San Jose Sharks,3,OT,,,
1991-12-10,Edmonton Oilers,7,Vancouver Canucks,4,,,,
1991-12-10,Calgary Flames,1,Washington Capitals,4,,,,
1991-12-11,St. Louis Blues,6,Buffalo Sabres,3,,,,
1991-12-11,New York Islanders,5,Toronto Maple Leafs,4,,,,
1991-12-12,Montreal Canadiens,2,Boston Bruins,5,,,,
1991-12-12,Quebec Nordiques,1,Detroit Red Wings,4,,,,
1991-12-12,Winnipeg Jets,1,Los Angeles Kings,2,,,,
1991-12-12,Toronto Maple Leafs,1,Philadelphia Flyers,1,OT,,,
1991-12-12,Edmonton Oilers,3,San Jose Sharks,6,,,,
1991-12-12,Minnesota North Stars,5,Vancouver Canucks,7,,,,
1991-12-13,Hartford Whalers,8,Buffalo Sabres,4,,,,
1991-12-13,Pittsburgh Penguins,4,New Jersey Devils,3,,,,
1991-12-13,New York Rangers,5,Washington Capitals,3,,,,
1991-12-14,Toronto Maple Leafs,3,Boston Bruins,4,,,,
1991-12-14,Detroit Red Wings,4,Calgary Flames,3,OT,,,
1991-12-14,Winnipeg Jets,5,Edmonton Oilers,7,,,,
1991-12-14,New York Rangers,6,Hartford Whalers,2,,,,
1991-12-14,Vancouver Canucks,4,Los Angeles Kings,4,OT,,,
1991-12-14,Buffalo Sabres,2,Montreal Canadiens,4,,,,
1991-12-14,New Jersey Devils,3,New York Islanders,3,OT,,,
1991-12-14,Chicago Blackhawks,1,Philadelphia Flyers,1,OT,,,
1991-12-14,Washington Capitals,7,Pittsburgh Penguins,2,,,,
1991-12-14,St. Louis Blues,4,Quebec Nordiques,2,,,,
1991-12-14,Minnesota North Stars,3,San Jose Sharks,2,,,,
1991-12-15,Philadelphia Flyers,4,Chicago Blackhawks,4,OT,,,
1991-12-15,Detroit Red Wings,4,Edmonton Oilers,1,,,,
1991-12-16,St. Louis Blues,2,Montreal Canadiens,4,,,,
1991-12-16,San Jose Sharks,3,New York Rangers,4,OT,,,
1991-12-17,Winnipeg Jets,4,Calgary Flames,7,,,,
1991-12-17,New York Islanders,4,Hartford Whalers,2,,,,
1991-12-17,Minnesota North Stars,2,Los Angeles Kings,1,,,,
1991-12-17,San Jose Sharks,2,Pittsburgh Penguins,10,,,,
1991-12-17,Detroit Red Wings,1,Vancouver Canucks,2,,,,
1991-12-17,Quebec Nordiques,1,Washington Capitals,3,,,,
1991-12-18,Washington Capitals,2,Buffalo Sabres,2,OT,,,
1991-12-18,Philadelphia Flyers,3,New York Rangers,6,,,,
1991-12-18,Edmonton Oilers,7,Toronto Maple Leafs,5,,,,
1991-12-19,Pittsburgh Penguins,6,Boston Bruins,4,,,,
1991-12-19,Quebec Nordiques,5,Calgary Flames,5,OT,,,
1991-12-19,Montreal Canadiens,4,Chicago Blackhawks,6,,,,
1991-12-19,New Jersey Devils,4,Hartford Whalers,1,,,,
1991-12-19,New York Islanders,2,Philadelphia Flyers,6,,,,
1991-12-19,San Jose Sharks,0,St. Louis Blues,4,,,,
1991-12-19,Winnipeg Jets,1,Vancouver Canucks,3,,,,
1991-12-20,Edmonton Oilers,4,Buffalo Sabres,4,OT,,,
1991-12-20,Toronto Maple Leafs,3,Washington Capitals,4,,,,
1991-12-21,Edmonton Oilers,3,Boston Bruins,6,,,,
1991-12-21,Detroit Red Wings,5,Los Angeles Kings,2,,,,
1991-12-21,Philadelphia Flyers,3,Minnesota North Stars,0,,,,
1991-12-21,Hartford Whalers,2,Montreal Canadiens,3,OT,,,
1991-12-21,Chicago Blackhawks,1,New Jersey Devils,1,OT,,,
1991-12-21,New York Rangers,7,Pittsburgh Penguins,5,,,,
1991-12-21,Quebec Nordiques,1,San Jose Sharks,4,,,,
1991-12-21,New York Islanders,2,St. Louis Blues,6,,,,
1991-12-21,Buffalo Sabres,4,Toronto Maple Leafs,1,,,,
1991-12-21,Calgary Flames,2,Winnipeg Jets,7,,,,
1991-12-22,St. Louis Blues,2,Chicago Blackhawks,5,,,,
1991-12-22,Boston Bruins,2,Montreal Canadiens,3,,,,
1991-12-22,Washington Capitals,3,Philadelphia Flyers,4,OT,,,
1991-12-22,Quebec Nordiques,6,Vancouver Canucks,6,OT,,,
1991-12-23,Calgary Flames,3,Edmonton Oilers,5,,,,
1991-12-23,Buffalo Sabres,3,Hartford Whalers,4,,,,
1991-12-23,Pittsburgh Penguins,6,New York Islanders,3,,,,
1991-12-23,New Jersey Devils,0,New York Rangers,3,,,,
1991-12-23,Winnipeg Jets,1,Toronto Maple Leafs,3,,,,
1991-12-26,Hartford Whalers,2,Boston Bruins,3,,,,
1991-12-26,San Jose Sharks,3,Los Angeles Kings,5,,,,
1991-12-26,New Jersey Devils,5,New York Islanders,5,OT,,,
1991-12-26,Toronto Maple Leafs,1,Pittsburgh Penguins,12,,,,
1991-12-26,Montreal Canadiens,4,Quebec Nordiques,1,,,,
1991-12-26,Chicago Blackhawks,1,St. Louis Blues,3,,,,
1991-12-26,Minnesota North Stars,3,Winnipeg Jets,2,,,,
1991-12-26,New York Rangers,8,Washington Capitals,6,,,,
1991-12-27,Boston Bruins,1,Buffalo Sabres,8,,,,
1991-12-27,Winnipeg Jets,3,Chicago Blackhawks,3,OT,,,
1991-12-27,Philadelphia Flyers,1,Vancouver Canucks,1,OT,,,
1991-12-28,Philadelphia Flyers,1,Calgary Flames,5,,,,
1991-12-28,Los Angeles Kings,9,Edmonton Oilers,4,,,,
1991-12-28,St. Louis Blues,2,Minnesota North Stars,5,,,,
1991-12-28,Buffalo Sabres,0,New Jersey Devils,3,,,,
1991-12-28,New York Rangers,4,New York Islanders,5,,,,
1991-12-28,Hartford Whalers,1,Quebec Nordiques,4,,,,
1991-12-28,Vancouver Canucks,3,San Jose Sharks,2,,,,
