Date,Visitor,G,Home,G,,Att.,LOG,Notes
2003-05-03,Mighty Ducks of Anaheim,1,Dallas Stars,4,,,,
2003-05-03,Philadelphia Flyers,2,Ottawa Senators,5,,,,
2003-05-05,Dallas Stars,3,Mighty Ducks of Anaheim,4,,,,
2003-05-05,Ottawa Senators,5,Philadelphia Flyers,1,,,,
2003-05-05,Minnesota Wild,7,Vancouver Canucks,2,,,,
2003-05-07,Vancouver Canucks,1,Minnesota Wild,5,,,,
2003-05-08,Minnesota Wild,4,Vancouver Canucks,2,,,,
2003-05-10,Mighty Ducks of Anaheim,1,Minnesota Wild,0,2OT,,,
2003-05-10,New Jersey Devils,2,Ottawa Senators,3,OT,,,
2003-05-12,Mighty Ducks of Anaheim,2,Minnesota Wild,0,,,,
2003-05-13,New Jersey Devils,4,Ottawa Senators,1,,,,
2003-05-14,Minnesota Wild,0,Mighty Ducks of Anaheim,4,,,,
2003-05-15,Ottawa Senators,0,New Jersey Devils,1,,,,
2003-05-16,Minnesota Wild,1,Mighty Ducks of Anaheim,2,,,,
2003-05-17,Ottawa Senators,2,New Jersey Devils,5,,,,
2003-05-19,New Jersey Devils,1,Ottawa Senators,3,,,,
2003-05-21,Ottawa Senators,2,New Jersey Devils,1,OT,,,
2003-05-23,New Jersey Devils,3,Ottawa Senators,2,,,,
2003-05-27,Mighty Ducks of Anaheim,0,New Jersey Devils,3,,,,
2003-05-29,Mighty Ducks of Anaheim,0,New Jersey Devils,3,,,,
2003-05-31,New Jersey Devils,2,Mighty Ducks of Anaheim,3,OT,,,
2003-06-02,New Jersey Devils,0,Mighty Ducks of Anaheim,1,OT,,,
2003-06-05,Mighty Ducks of Anaheim,3,New Jersey Devils,6,,,,
2003-06-07,New Jersey Devils,2,Mighty Ducks of Anaheim,5,,,,
2003-06-09,Mighty Ducks of Anaheim,0,New Jersey Devils,3,,,,
