Date,Visitor,G,Home,G,,Att.,LOG,Notes
1988-04-14,Washington Capitals,7,Philadelphia Flyers,2,,,,
1988-04-14,Detroit Red Wings,5,Toronto Maple Leafs,3,,,,
1988-04-16,Philadelphia Flyers,4,Washington Capitals,5,OT,,,
1988-04-18,Boston Bruins,2,Montreal Canadiens,5,,,,
1988-04-18,New Jersey Devils,1,Washington Capitals,3,,,,
1988-04-19,Edmonton Oilers,3,Calgary Flames,1,,,,
1988-04-19,St. Louis Blues,4,Detroit Red Wings,5,,,,
1988-04-20,Boston Bruins,4,Montreal Canadiens,3,,,,
1988-04-20,New Jersey Devils,5,Washington Capitals,2,,,,
1988-04-21,Edmonton Oilers,5,Calgary Flames,4,OT,,,
1988-04-21,St. Louis Blues,0,Detroit Red Wings,6,,,,
1988-04-22,Montreal Canadiens,1,Boston Bruins,3,,,,
1988-04-22,Washington Capitals,4,New Jersey Devils,10,,,,
1988-04-23,Calgary Flames,2,Edmonton Oilers,4,,,,
1988-04-23,Detroit Red Wings,3,St. Louis Blues,6,,,,
1988-04-24,Montreal Canadiens,0,Boston Bruins,2,,,,
1988-04-24,Washington Capitals,4,New Jersey Devils,1,,,,
1988-04-25,Calgary Flames,4,Edmonton Oilers,6,,,,
1988-04-25,Detroit Red Wings,3,St. Louis Blues,1,,,,
1988-04-26,Boston Bruins,4,Montreal Canadiens,1,,,,
1988-04-26,New Jersey Devils,3,Washington Capitals,1,,,,
1988-04-27,St. Louis Blues,3,Detroit Red Wings,4,,,,
1988-04-28,Washington Capitals,7,New Jersey Devils,2,,,,
1988-04-30,New Jersey Devils,3,Washington Capitals,2,,,,
1988-05-02,New Jersey Devils,3,Boston Bruins,5,,,,
1988-05-03,Detroit Red Wings,1,Edmonton Oilers,4,,,,
1988-05-04,New Jersey Devils,3,Boston Bruins,2,OT,,,
1988-05-05,Detroit Red Wings,3,Edmonton Oilers,5,,,,
1988-05-06,Boston Bruins,6,New Jersey Devils,1,,,,
1988-05-07,Edmonton Oilers,2,Detroit Red Wings,5,,,,
1988-05-08,Boston Bruins,1,New Jersey Devils,3,,,,
1988-05-09,Edmonton Oilers,4,Detroit Red Wings,3,OT,,,
1988-05-10,New Jersey Devils,1,Boston Bruins,7,,,,
1988-05-11,Detroit Red Wings,4,Edmonton Oilers,8,,,,
1988-05-12,Boston Bruins,3,New Jersey Devils,6,,,,
1988-05-14,New Jersey Devils,2,Boston Bruins,6,,,,
1988-05-18,Boston Bruins,1,Edmonton Oilers,2,,,,
1988-05-20,Boston Bruins,2,Edmonton Oilers,4,,,,
1988-05-22,Edmonton Oilers,6,Boston Bruins,3,,,,
1988-05-24,Edmonton Oilers,3,Boston Bruins,3,,,,Game suspended at 16:37 of second period due to power failure.
1988-05-26,Boston Bruins,3,Edmonton Oilers,6,,,,
