Date,Visitor,G,Home,G,,Att.,LOG,Notes
1987-11-01,Hartford Whalers,5,Quebec Nordiques,1,,,,
1987-11-01,Vancouver Canucks,3,Winnipeg Jets,7,,,,
1987-11-02,St. Louis Blues,4,Montreal Canadiens,6,,,,
1987-11-03,New York Rangers,3,Calgary Flames,5,,,,
1987-11-03,Minnesota North Stars,2,Detroit Red Wings,2,OT,,,
1987-11-03,New Jersey Devils,3,New York Islanders,6,,,,
1987-11-03,Philadelphia Flyers,1,Pittsburgh Penguins,5,,,,
1987-11-03,St. Louis Blues,3,Quebec Nordiques,4,,,,
1987-11-03,Vancouver Canucks,2,Washington Capitals,3,,,,
1987-11-04,Montreal Canadiens,4,Chicago Blackhawks,4,OT,,,
1987-11-04,New York Rangers,2,Edmonton Oilers,7,,,,
1987-11-04,Boston Bruins,2,Hartford Whalers,2,OT,,,
1987-11-04,Buffalo Sabres,5,Los Angeles Kings,4,,,,
1987-11-04,Detroit Red Wings,4,Minnesota North Stars,7,,,,
1987-11-04,Winnipeg Jets,3,Toronto Maple Leafs,7,,,,
1987-11-05,Toronto Maple Leafs,7,Boston Bruins,6,,,,
1987-11-05,Edmonton Oilers,4,Calgary Flames,4,OT,,,
1987-11-05,St. Louis Blues,3,New Jersey Devils,5,,,,
1987-11-05,Pittsburgh Penguins,4,New York Islanders,2,,,,
1987-11-05,Vancouver Canucks,4,Philadelphia Flyers,3,,,,
1987-11-06,Hartford Whalers,1,Detroit Red Wings,3,,,,
1987-11-06,Chicago Blackhawks,3,Winnipeg Jets,6,,,,
1987-11-06,Quebec Nordiques,4,Washington Capitals,1,,,,
1987-11-07,Pittsburgh Penguins,1,Boston Bruins,4,,,,
1987-11-07,Buffalo Sabres,0,Edmonton Oilers,5,,,,
1987-11-07,Quebec Nordiques,5,Hartford Whalers,3,,,,
1987-11-07,New York Rangers,4,Los Angeles Kings,5,,,,
1987-11-07,Vancouver Canucks,4,Minnesota North Stars,1,,,,
1987-11-07,Philadelphia Flyers,4,Montreal Canadiens,5,,,,
1987-11-07,Washington Capitals,1,New Jersey Devils,4,,,,
1987-11-07,Detroit Red Wings,3,New York Islanders,4,OT,,,
1987-11-07,St. Louis Blues,4,Toronto Maple Leafs,3,,,,
1987-11-08,Buffalo Sabres,6,Calgary Flames,3,,,,
1987-11-08,Minnesota North Stars,5,Chicago Blackhawks,8,,,,
1987-11-08,New Jersey Devils,3,Philadelphia Flyers,3,OT,,,
1987-11-08,Vancouver Canucks,1,Winnipeg Jets,3,,,,
1987-11-09,Toronto Maple Leafs,1,Montreal Canadiens,3,,,,
1987-11-09,Boston Bruins,4,Quebec Nordiques,6,,,,
1987-11-10,Edmonton Oilers,4,Los Angeles Kings,4,OT,,,
1987-11-10,Washington Capitals,3,New York Islanders,4,OT,,,
1987-11-10,New Jersey Devils,3,New York Rangers,2,,,,
1987-11-10,Philadelphia Flyers,2,St. Louis Blues,5,,,,
1987-11-10,Calgary Flames,3,Winnipeg Jets,4,OT,,,
1987-11-11,Detroit Red Wings,3,Chicago Blackhawks,6,,,,
1987-11-11,Montreal Canadiens,0,Hartford Whalers,0,OT,,,
1987-11-11,Calgary Flames,4,Minnesota North Stars,3,,,,
1987-11-11,Washington Capitals,2,Pittsburgh Penguins,3,,,,
1987-11-11,Boston Bruins,3,Toronto Maple Leafs,2,,,,
1987-11-11,Buffalo Sabres,4,Vancouver Canucks,4,OT,,,
1987-11-12,Montreal Canadiens,2,Boston Bruins,3,,,,
1987-11-12,Winnipeg Jets,1,New Jersey Devils,1,OT,,,
1987-11-12,Pittsburgh Penguins,2,Philadelphia Flyers,5,,,,
1987-11-12,New York Islanders,4,St. Louis Blues,3,,,,
1987-11-13,Minnesota North Stars,5,Buffalo Sabres,4,,,,
1987-11-13,Los Angeles Kings,7,Calgary Flames,10,,,,
1987-11-13,Quebec Nordiques,4,Vancouver Canucks,6,,,,
1987-11-14,Hartford Whalers,1,Boston Bruins,4,,,,
1987-11-14,Quebec Nordiques,7,Los Angeles Kings,8,,,,
1987-11-14,Chicago Blackhawks,0,Montreal Canadiens,3,,,,
1987-11-14,Detroit Red Wings,6,New Jersey Devils,4,,,,
1987-11-14,Winnipeg Jets,3,New York Islanders,7,,,,
1987-11-14,Toronto Maple Leafs,6,Philadelphia Flyers,0,,,,
1987-11-14,New York Rangers,2,Pittsburgh Penguins,3,OT,,,
1987-11-14,Edmonton Oilers,6,St. Louis Blues,5,OT,,,
1987-11-14,Minnesota North Stars,1,Washington Capitals,4,,,,
1987-11-15,Toronto Maple Leafs,4,Buffalo Sabres,5,,,,
1987-11-15,Vancouver Canucks,4,Calgary Flames,8,,,,
1987-11-15,Edmonton Oilers,4,Chicago Blackhawks,5,,,,
1987-11-15,Winnipeg Jets,4,New York Rangers,6,,,,
1987-11-16,Hartford Whalers,3,Montreal Canadiens,3,OT,,,
1987-11-17,Boston Bruins,6,Calgary Flames,3,,,,
1987-11-17,Los Angeles Kings,3,New York Islanders,4,,,,
1987-11-17,Pittsburgh Penguins,4,Vancouver Canucks,6,,,,
1987-11-17,Detroit Red Wings,1,Washington Capitals,0,,,,
1987-11-18,Minnesota North Stars,2,Chicago Blackhawks,5,,,,
1987-11-18,Quebec Nordiques,1,Edmonton Oilers,4,,,,
1987-11-18,Buffalo Sabres,1,Hartford Whalers,9,,,,
1987-11-18,New York Islanders,2,Montreal Canadiens,5,,,,
1987-11-18,Philadelphia Flyers,3,New Jersey Devils,4,,,,
1987-11-18,St. Louis Blues,6,Toronto Maple Leafs,3,,,,
1987-11-18,Boston Bruins,4,Winnipeg Jets,3,,,,
1987-11-19,Quebec Nordiques,1,Calgary Flames,9,,,,
1987-11-19,Vancouver Canucks,4,Detroit Red Wings,1,,,,
1987-11-19,New York Rangers,3,Minnesota North Stars,4,,,,
1987-11-19,Los Angeles Kings,5,Philadelphia Flyers,7,,,,
1987-11-19,Toronto Maple Leafs,3,St. Louis Blues,3,OT,,,
1987-11-20,Washington Capitals,3,Buffalo Sabres,5,,,,
1987-11-20,Pittsburgh Penguins,1,Edmonton Oilers,4,,,,
1987-11-20,Chicago Blackhawks,2,New Jersey Devils,5,,,,
1987-11-20,New York Rangers,4,Winnipeg Jets,3,,,,
1987-11-21,Pittsburgh Penguins,4,Calgary Flames,4,OT,,,
1987-11-21,Washington Capitals,4,Hartford Whalers,3,,,,
1987-11-21,Boston Bruins,7,Minnesota North Stars,5,,,,
1987-11-21,New Jersey Devils,1,Montreal Canadiens,2,,,,
1987-11-21,New York Islanders,6,Philadelphia Flyers,4,,,,
1987-11-21,Vancouver Canucks,1,St. Louis Blues,4,,,,
1987-11-21,Los Angeles Kings,6,Toronto Maple Leafs,6,OT,,,
1987-11-22,Los Angeles Kings,8,Buffalo Sabres,5,,,,
1987-11-22,Vancouver Canucks,2,Chicago Blackhawks,3,,,,
1987-11-22,Boston Bruins,1,Detroit Red Wings,0,,,,
1987-11-22,Edmonton Oilers,3,Winnipeg Jets,4,OT,,,
1987-11-23,New Jersey Devils,2,Calgary Flames,9,,,,
1987-11-23,Montreal Canadiens,3,Quebec Nordiques,4,OT,,,
1987-11-24,Toronto Maple Leafs,4,New York Islanders,3,,,,
1987-11-25,Winnipeg Jets,8,Detroit Red Wings,10,,,,
1987-11-25,New Jersey Devils,8,Edmonton Oilers,7,OT,,,
1987-11-25,Montreal Canadiens,6,Hartford Whalers,5,,,,
1987-11-25,Chicago Blackhawks,4,Los Angeles Kings,6,,,,
1987-11-25,St. Louis Blues,4,Minnesota North Stars,3,OT,,,
1987-11-25,Toronto Maple Leafs,3,New York Rangers,5,,,,
1987-11-25,Buffalo Sabres,2,Philadelphia Flyers,5,,,,
1987-11-25,Quebec Nordiques,4,Pittsburgh Penguins,6,,,,
1987-11-25,Calgary Flames,4,Vancouver Canucks,2,,,,
1987-11-25,Boston Bruins,1,Washington Capitals,4,,,,
1987-11-26,Winnipeg Jets,3,Boston Bruins,5,,,,
1987-11-27,Hartford Whalers,4,Buffalo Sabres,2,,,,
1987-11-27,St. Louis Blues,0,Detroit Red Wings,6,,,,
1987-11-27,Chicago Blackhawks,3,Edmonton Oilers,4,,,,
1987-11-27,Montreal Canadiens,2,Minnesota North Stars,4,,,,
1987-11-27,New Jersey Devils,2,Vancouver Canucks,4,,,,
1987-11-27,Pittsburgh Penguins,4,Washington Capitals,2,,,,
1987-11-28,Detroit Red Wings,3,Boston Bruins,2,OT,,,
1987-11-28,Calgary Flames,8,Los Angeles Kings,4,,,,
1987-11-28,New York Rangers,4,New York Islanders,5,,,,
1987-11-28,Washington Capitals,5,Pittsburgh Penguins,5,OT,,,
1987-11-28,Philadelphia Flyers,6,Quebec Nordiques,3,,,,
1987-11-28,Minnesota North Stars,6,St. Louis Blues,4,,,,
1987-11-28,Hartford Whalers,4,Toronto Maple Leafs,2,,,,
1987-11-28,Montreal Canadiens,7,Winnipeg Jets,3,,,,
1987-11-29,Edmonton Oilers,5,Buffalo Sabres,2,,,,
1987-11-29,New Jersey Devils,2,Los Angeles Kings,2,OT,,,
1987-11-29,New York Islanders,1,New York Rangers,3,,,,
1987-11-30,Chicago Blackhawks,0,Calgary Flames,4,,,,
1987-11-30,Boston Bruins,4,Montreal Canadiens,6,,,,
1987-12-01,Winnipeg Jets,7,Los Angeles Kings,6,OT,,,
1987-12-01,Toronto Maple Leafs,2,Minnesota North Stars,3,OT,,,
1987-12-01,Vancouver Canucks,3,Quebec Nordiques,1,,,,
1987-12-01,Edmonton Oilers,2,Washington Capitals,4,,,,
1987-12-02,Edmonton Oilers,4,Detroit Red Wings,7,,,,
1987-12-02,Boston Bruins,5,Hartford Whalers,3,,,,
1987-12-02,Vancouver Canucks,3,Montreal Canadiens,3,OT,,,
1987-12-02,New York Islanders,7,Pittsburgh Penguins,1,,,,
1987-12-02,Chicago Blackhawks,1,St. Louis Blues,5,,,,
1987-12-03,New York Rangers,3,Boston Bruins,4,,,,
1987-12-03,Quebec Nordiques,3,Buffalo Sabres,6,,,,
1987-12-03,Toronto Maple Leafs,3,Calgary Flames,5,,,,
1987-12-03,Winnipeg Jets,5,Los Angeles Kings,4,OT,,,
1987-12-03,St. Louis Blues,2,New Jersey Devils,4,,,,
1987-12-03,Hartford Whalers,2,Philadelphia Flyers,5,,,,
1987-12-04,Chicago Blackhawks,0,Detroit Red Wings,12,,,,
1987-12-04,New York Islanders,6,Washington Capitals,4,,,,
1987-12-05,Chicago Blackhawks,3,Boston Bruins,7,,,,
1987-12-05,Minnesota North Stars,4,Calgary Flames,4,OT,,,
1987-12-05,Toronto Maple Leafs,2,Edmonton Oilers,5,,,,
1987-12-05,Buffalo Sabres,1,Hartford Whalers,2,,,,
1987-12-05,Los Angeles Kings,4,Montreal Canadiens,6,,,,
1987-12-05,Vancouver Canucks,3,Pittsburgh Penguins,6,,,,
1987-12-05,New Jersey Devils,2,Quebec Nordiques,3,,,,
1987-12-05,New York Rangers,3,St. Louis Blues,2,,,,
1987-12-06,Vancouver Canucks,5,Buffalo Sabres,1,,,,
1987-12-06,Minnesota North Stars,4,Edmonton Oilers,10,,,,
1987-12-06,New Jersey Devils,1,Philadelphia Flyers,1,OT,,,
1987-12-06,Los Angeles Kings,3,Washington Capitals,10,,,,
1987-12-07,Detroit Red Wings,4,Toronto Maple Leafs,5,OT,,,
1987-12-08,Montreal Canadiens,3,New York Islanders,2,,,,
1987-12-08,Boston Bruins,2,Philadelphia Flyers,5,,,,Ron Hextall (PHI) scored the first goal by an NHL goalie taking a shot.
1987-12-08,Hartford Whalers,5,Quebec Nordiques,4,,,,
1987-12-08,Minnesota North Stars,3,Vancouver Canucks,2,,,,
1987-12-08,Calgary Flames,5,Washington Capitals,4,,,,
1987-12-09,Buffalo Sabres,6,Chicago Blackhawks,2,,,,
1987-12-09,St. Louis Blues,4,Detroit Red Wings,4,OT,,,
1987-12-09,Winnipeg Jets,0,Edmonton Oilers,2,,,,
1987-12-09,Washington Capitals,4,Hartford Whalers,5,,,,
1987-12-09,Los Angeles Kings,1,New Jersey Devils,2,,,,
1987-12-09,Montreal Canadiens,2,New York Rangers,2,OT,,,
1987-12-09,Calgary Flames,2,Pittsburgh Penguins,5,,,,
1987-12-10,Los Angeles Kings,3,Boston Bruins,4,,,,
1987-12-10,St. Louis Blues,5,Minnesota North Stars,4,,,,
1987-12-10,New York Rangers,3,Philadelphia Flyers,5,,,,
1987-12-11,Philadelphia Flyers,3,Detroit Red Wings,3,OT,,,
1987-12-11,Vancouver Canucks,1,Edmonton Oilers,2,,,,
1987-12-11,Calgary Flames,5,New Jersey Devils,1,,,,
1987-12-11,New York Islanders,4,Pittsburgh Penguins,6,,,,
1987-12-11,Quebec Nordiques,3,Winnipeg Jets,3,OT,,,
1987-12-12,Buffalo Sabres,3,Boston Bruins,3,OT,,,
1987-12-12,Los Angeles Kings,2,Hartford Whalers,3,,,,
1987-12-12,Quebec Nordiques,5,Minnesota North Stars,0,,,,
1987-12-12,Detroit Red Wings,3,Montreal Canadiens,5,,,,
1987-12-12,New Jersey Devils,3,New York Islanders,5,,,,
1987-12-12,Pittsburgh Penguins,2,St. Louis Blues,5,,,,
1987-12-12,New York Rangers,3,Toronto Maple Leafs,4,,,,
1987-12-12,Edmonton Oilers,6,Vancouver Canucks,3,,,,
1987-12-12,Chicago Blackhawks,1,Washington Capitals,2,,,,
1987-12-13,Calgary Flames,7,Buffalo Sabres,1,,,,
1987-12-13,Toronto Maple Leafs,1,Chicago Blackhawks,5,,,,
1987-12-13,Philadelphia Flyers,4,Winnipeg Jets,3,,,,
1987-12-14,Detroit Red Wings,3,New York Rangers,4,,,,
1987-12-15,Vancouver Canucks,2,Hartford Whalers,2,OT,,,
1987-12-15,St. Louis Blues,2,New York Islanders,2,OT,,,
1987-12-15,Philadelphia Flyers,5,Pittsburgh Penguins,2,,,,
1987-12-15,Washington Capitals,3,Toronto Maple Leafs,5,,,,
1987-12-16,Winnipeg Jets,4,Calgary Flames,5,,,,
1987-12-16,Washington Capitals,1,Detroit Red Wings,6,,,,
1987-12-16,Edmonton Oilers,5,Los Angeles Kings,7,,,,
1987-12-16,Chicago Blackhawks,4,Minnesota North Stars,2,,,,
1987-12-16,Quebec Nordiques,4,Montreal Canadiens,5,,,,
1987-12-16,New Jersey Devils,3,New York Rangers,9,,,,
1987-12-17,Vancouver Canucks,2,Boston Bruins,3,OT,,,
1987-12-17,St. Louis Blues,2,Hartford Whalers,0,,,,
1987-12-17,Pittsburgh Penguins,7,New Jersey Devils,4,,,,
1987-12-17,New York Islanders,3,Philadelphia Flyers,4,,,,
1987-12-18,Montreal Canadiens,2,Buffalo Sabres,2,OT,,,
1987-12-18,Minnesota North Stars,3,Detroit Red Wings,8,,,,
1987-12-18,Winnipeg Jets,5,Edmonton Oilers,5,OT,,,
1987-12-18,Toronto Maple Leafs,2,Washington Capitals,4,,,,
1987-12-19,St. Louis Blues,7,Boston Bruins,5,,,,
1987-12-19,Hartford Whalers,4,Edmonton Oilers,3,,,,
1987-12-19,Calgary Flames,4,Los Angeles Kings,1,,,,
1987-12-19,New Jersey Devils,3,Minnesota North Stars,1,,,,
1987-12-19,Buffalo Sabres,2,Montreal Canadiens,1,,,,
1987-12-19,Philadelphia Flyers,5,New York Islanders,4,,,,
1987-12-19,New York Rangers,3,Pittsburgh Penguins,4,,,,
1987-12-19,Chicago Blackhawks,6,Toronto Maple Leafs,2,,,,
1987-12-20,Los Angeles Kings,6,Calgary Flames,3,,,,
1987-12-20,Boston Bruins,4,Chicago Blackhawks,2,,,,
1987-12-20,Pittsburgh Penguins,8,New York Rangers,4,,,,
1987-12-20,Detroit Red Wings,2,Quebec Nordiques,4,,,,
1987-12-20,Hartford Whalers,3,Vancouver Canucks,3,OT,,,
1987-12-20,New Jersey Devils,1,Winnipeg Jets,4,,,,
1987-12-20,St. Louis Blues,1,Washington Capitals,1,OT,,,
1987-12-21,Minnesota North Stars,0,Toronto Maple Leafs,0,OT,,,
1987-12-22,Buffalo Sabres,0,Boston Bruins,9,,,,
1987-12-22,Hartford Whalers,5,Calgary Flames,6,OT,,,
1987-12-22,Los Angeles Kings,2,Edmonton Oilers,5,,,,
1987-12-22,Philadelphia Flyers,6,New York Rangers,4,,,,
1987-12-22,Washington Capitals,2,Quebec Nordiques,1,,,,
1987-12-22,New York Islanders,2,Winnipeg Jets,5,,,,
1987-12-23,New York Islanders,5,Chicago Blackhawks,7,,,,
1987-12-23,Buffalo Sabres,5,Detroit Red Wings,2,,,,
1987-12-23,Washington Capitals,2,Montreal Canadiens,2,OT,,,
1987-12-23,Minnesota North Stars,3,Philadelphia Flyers,5,,,,
1987-12-23,New Jersey Devils,6,Pittsburgh Penguins,2,,,,
1987-12-23,Toronto Maple Leafs,5,St. Louis Blues,1,,,,
1987-12-23,Los Angeles Kings,1,Vancouver Canucks,5,,,,
1987-12-26,Edmonton Oilers,5,Calgary Flames,4,,,,
1987-12-26,St. Louis Blues,5,Chicago Blackhawks,4,,,,
1987-12-26,Quebec Nordiques,4,Hartford Whalers,2,,,,
1987-12-26,Vancouver Canucks,2,Los Angeles Kings,3,,,,
1987-12-26,New York Rangers,5,New Jersey Devils,3,,,,
1987-12-26,Boston Bruins,1,New York Islanders,2,,,,
1987-12-26,Detroit Red Wings,3,Pittsburgh Penguins,6,,,,
1987-12-26,Montreal Canadiens,4,Toronto Maple Leafs,2,,,,
1987-12-26,Minnesota North Stars,4,Winnipeg Jets,5,OT,,,
1987-12-26,Philadelphia Flyers,3,Washington Capitals,2,,,,
1987-12-27,Pittsburgh Penguins,3,Buffalo Sabres,3,OT,,,
1987-12-27,Detroit Red Wings,4,Minnesota North Stars,5,,,,
1987-12-27,Boston Bruins,1,New York Rangers,4,,,,
1987-12-27,Hartford Whalers,3,Quebec Nordiques,5,,,,
1987-12-27,Chicago Blackhawks,2,St. Louis Blues,3,,,,
1987-12-28,Montreal Canadiens,3,Calgary Flames,9,,,,
1987-12-28,Vancouver Canucks,3,Edmonton Oilers,7,,,,
1987-12-28,Winnipeg Jets,5,Los Angeles Kings,2,,,,
1987-12-28,New York Islanders,4,New Jersey Devils,6,,,,
1987-12-28,Washington Capitals,4,Toronto Maple Leafs,4,OT,,,
1987-12-29,New York Rangers,3,New York Islanders,3,OT,,,
1987-12-29,Boston Bruins,4,Pittsburgh Penguins,4,OT,,,
1987-12-29,Buffalo Sabres,1,Quebec Nordiques,5,,,,
1987-12-29,Montreal Canadiens,4,Vancouver Canucks,1,,,,
1987-12-30,Minnesota North Stars,6,Chicago Blackhawks,4,,,,
1987-12-30,Philadelphia Flyers,0,Edmonton Oilers,6,,,,
1987-12-30,Toronto Maple Leafs,1,Hartford Whalers,3,,,,
1987-12-30,Winnipeg Jets,4,Los Angeles Kings,6,,,,
1987-12-30,Washington Capitals,4,New Jersey Devils,3,,,,
1987-12-30,Detroit Red Wings,3,St. Louis Blues,2,,,,
1987-12-31,Boston Bruins,2,Buffalo Sabres,0,,,,
1987-12-31,Philadelphia Flyers,4,Calgary Flames,5,,,,
1987-12-31,St. Louis Blues,2,Detroit Red Wings,7,,,,
1987-12-31,Chicago Blackhawks,4,Minnesota North Stars,1,,,,
1987-12-31,Quebec Nordiques,1,New York Rangers,6,,,,
1987-12-31,Winnipeg Jets,1,Vancouver Canucks,2,,,,
1988-01-01,Pittsburgh Penguins,3,Washington Capitals,5,,,,
1988-01-02,Quebec Nordiques,1,Boston Bruins,5,,,,
1988-01-02,New Jersey Devils,1,Hartford Whalers,1,OT,,,
1988-01-02,Montreal Canadiens,2,Los Angeles Kings,5,,,,
1988-01-02,New York Rangers,5,Minnesota North Stars,3,,,,
1988-01-02,Pittsburgh Penguins,2,New York Islanders,3,,,,
1988-01-02,Calgary Flames,3,St. Louis Blues,5,,,,
1988-01-02,Buffalo Sabres,6,Toronto Maple Leafs,4,,,,
