Date,Visitor,G,Home,G,,Att.,LOG,Notes
1992-10-17,Boston Bruins,6,Los Angeles Kings,8,,,,
1992-10-17,Minnesota North Stars,1,Montreal Canadiens,8,,,,
1992-10-17,Philadelphia Flyers,0,New Jersey Devils,2,,,,
1992-10-17,New York Rangers,3,New York Islanders,6,,,,
1992-10-17,St. Louis Blues,6,Quebec Nordiques,5,,,,
1992-10-17,Calgary Flames,6,San Jose Sharks,2,,,,
1992-10-17,Chicago Blackhawks,3,Toronto Maple Leafs,4,,,,
1992-10-17,Buffalo Sabres,4,Washington Capitals,6,,,,
1992-10-18,Vancouver Canucks,1,Chicago Blackhawks,3,,,,
1992-10-18,New York Islanders,3,New York Rangers,4,,,,
1992-10-18,Winnipeg Jets,4,Philadelphia Flyers,5,,,,
1992-10-18,Minnesota North Stars,5,Toronto Maple Leafs,1,,,,
1992-10-19,St. Louis Blues,2,Montreal Canadiens,6,,,,
1992-10-20,Los Angeles Kings,2,Calgary Flames,6,,,,
1992-10-20,Winnipeg Jets,3,Detroit Red Wings,5,,,,
1992-10-20,Hartford Whalers,5,New Jersey Devils,4,,,,
1992-10-20,Philadelphia Flyers,3,New York Islanders,4,,,,
1992-10-20,Vancouver Canucks,1,Pittsburgh Penguins,5,,,,
1992-10-20,Edmonton Oilers,1,Tampa Bay Lightning,6,,,,
1992-10-20,Ottawa Senators,3,Toronto Maple Leafs,5,,,,at Hamilton ON
1992-10-21,Chicago Blackhawks,1,Buffalo Sabres,4,,,,
1992-10-21,San Jose Sharks,4,Montreal Canadiens,8,,,,
1992-10-21,Washington Capitals,1,New York Rangers,2,,,,
1992-10-21,Quebec Nordiques,5,St. Louis Blues,5,OT,,,
1992-10-22,Boston Bruins,4,Calgary Flames,2,,,,
1992-10-22,New Jersey Devils,6,Chicago Blackhawks,5,OT,,,
1992-10-22,Quebec Nordiques,2,Minnesota North Stars,5,,,,
1992-10-22,Hartford Whalers,5,Ottawa Senators,1,,,,
1992-10-22,Vancouver Canucks,4,Philadelphia Flyers,4,OT,,,
1992-10-22,Detroit Red Wings,6,Pittsburgh Penguins,9,,,,
1992-10-22,Toronto Maple Leafs,5,Tampa Bay Lightning,2,,,,
1992-10-23,San Jose Sharks,4,Buffalo Sabres,5,,,,
1992-10-23,Boston Bruins,6,Edmonton Oilers,3,,,,
1992-10-23,Montreal Canadiens,3,New York Rangers,3,OT,,,
1992-10-23,Los Angeles Kings,2,Winnipeg Jets,4,,,,
1992-10-23,New York Islanders,5,Washington Capitals,2,,,,
1992-10-24,Los Angeles Kings,5,Minnesota North Stars,5,OT,,,
1992-10-24,Pittsburgh Penguins,4,New Jersey Devils,3,,,,
1992-10-24,Hartford Whalers,2,New York Islanders,4,,,,
1992-10-24,New York Rangers,3,Ottawa Senators,2,OT,,,
1992-10-24,Montreal Canadiens,7,Philadelphia Flyers,6,,,,
1992-10-24,Detroit Red Wings,6,St. Louis Blues,1,,,,
1992-10-24,Quebec Nordiques,2,Tampa Bay Lightning,3,,,,
1992-10-24,San Jose Sharks,1,Toronto Maple Leafs,5,,,,
1992-10-25,Detroit Red Wings,2,Chicago Blackhawks,8,,,,
1992-10-25,Calgary Flames,4,Edmonton Oilers,0,,,,
1992-10-25,Boston Bruins,5,Vancouver Canucks,3,,,,
1992-10-26,Philadelphia Flyers,4,New York Rangers,8,,,,
1992-10-26,San Jose Sharks,1,St. Louis Blues,4,,,,
1992-10-26,Washington Capitals,2,Winnipeg Jets,6,,,,
1992-10-27,Los Angeles Kings,4,New York Islanders,3,,,,
1992-10-27,Pittsburgh Penguins,7,Ottawa Senators,2,,,,
1992-10-27,Tampa Bay Lightning,3,Quebec Nordiques,4,,,,
1992-10-28,San Jose Sharks,3,Detroit Red Wings,4,,,,
1992-10-28,Minnesota North Stars,2,Edmonton Oilers,5,,,,
1992-10-28,New Jersey Devils,4,Hartford Whalers,3,OT,,,
1992-10-28,Tampa Bay Lightning,3,Montreal Canadiens,4,,,,
1992-10-28,Buffalo Sabres,4,Toronto Maple Leafs,4,OT,,,
1992-10-28,Washington Capitals,3,Vancouver Canucks,4,,,,
1992-10-28,Calgary Flames,7,Winnipeg Jets,5,,,,
1992-10-29,Los Angeles Kings,3,Boston Bruins,8,,,,
1992-10-29,Philadelphia Flyers,5,Chicago Blackhawks,5,OT,,,
1992-10-29,Quebec Nordiques,6,New York Rangers,3,,,,
1992-10-29,Pittsburgh Penguins,4,St. Louis Blues,6,,,,
1992-10-30,Ottawa Senators,3,Buffalo Sabres,12,,,,
1992-10-30,Washington Capitals,3,Calgary Flames,1,,,,
1992-10-30,Toronto Maple Leafs,1,Detroit Red Wings,7,,,,
1992-10-30,New York Islanders,4,New Jersey Devils,1,,,,
1992-10-30,San Jose Sharks,2,Tampa Bay Lightning,1,,,,
1992-10-30,Minnesota North Stars,3,Vancouver Canucks,2,,,,
1992-10-31,Chicago Blackhawks,3,Boston Bruins,2,,,,
1992-10-31,Minnesota North Stars,3,Calgary Flames,5,,,,
1992-10-31,Washington Capitals,2,Edmonton Oilers,4,,,,
1992-10-31,Los Angeles Kings,7,Hartford Whalers,1,,,,
1992-10-31,New York Rangers,3,Montreal Canadiens,4,,,,
1992-10-31,New Jersey Devils,5,New York Islanders,3,,,,
1992-10-31,Buffalo Sabres,2,Ottawa Senators,2,OT,,,
1992-10-31,Winnipeg Jets,2,Quebec Nordiques,3,,,,
1992-10-31,Philadelphia Flyers,4,St. Louis Blues,6,,,,
1992-10-31,Detroit Red Wings,1,Toronto Maple Leafs,3,,,,
1992-11-01,San Jose Sharks,4,Chicago Blackhawks,4,OT,,,
1992-11-01,Pittsburgh Penguins,5,Tampa Bay Lightning,4,,,,
1992-11-02,Vancouver Canucks,3,Calgary Flames,5,,,,
1992-11-02,Winnipeg Jets,1,Montreal Canadiens,2,,,,
1992-11-02,Buffalo Sabres,6,New York Rangers,7,OT,,,
1992-11-03,Ottawa Senators,2,Edmonton Oilers,5,,,,
1992-11-03,Quebec Nordiques,3,Hartford Whalers,3,OT,,,
1992-11-03,New York Islanders,0,Pittsburgh Penguins,2,,,,
1992-11-03,St. Louis Blues,4,Tampa Bay Lightning,6,,,,
1992-11-03,Chicago Blackhawks,1,Washington Capitals,4,,,,at Indianapolis IN
1992-11-04,Montreal Canadiens,4,Detroit Red Wings,3,,,,
1992-11-04,Philadelphia Flyers,1,New York Rangers,3,,,,
1992-11-04,Calgary Flames,5,Vancouver Canucks,5,OT,,,
1992-11-05,Quebec Nordiques,4,Boston Bruins,6,,,,
1992-11-05,Ottawa Senators,4,Calgary Flames,8,,,,
1992-11-05,Toronto Maple Leafs,0,Chicago Blackhawks,1,,,,
1992-11-05,New Jersey Devils,2,Los Angeles Kings,5,,,,
1992-11-05,New York Islanders,0,Minnesota North Stars,3,,,,
1992-11-05,St. Louis Blues,4,Pittsburgh Penguins,8,,,,
1992-11-05,Buffalo Sabres,5,San Jose Sharks,7,,,,
1992-11-06,Hartford Whalers,2,Detroit Red Wings,5,,,,
1992-11-06,Ottawa Senators,1,Vancouver Canucks,4,,,,
1992-11-06,Edmonton Oilers,6,Winnipeg Jets,1,,,,
1992-11-06,Tampa Bay Lightning,2,Washington Capitals,2,OT,,,
1992-11-07,New York Rangers,2,Boston Bruins,2,OT,,,
1992-11-07,Washington Capitals,6,Hartford Whalers,2,,,,
1992-11-07,Buffalo Sabres,2,Los Angeles Kings,5,,,,
1992-11-07,Edmonton Oilers,2,Minnesota North Stars,2,OT,,,
1992-11-07,Detroit Red Wings,1,Montreal Canadiens,5,,,,
1992-11-07,Tampa Bay Lightning,6,New York Islanders,5,OT,,,
1992-11-07,St. Louis Blues,2,Philadelphia Flyers,4,,,,
1992-11-07,Chicago Blackhawks,7,Quebec Nordiques,4,,,,
1992-11-07,New Jersey Devils,6,San Jose Sharks,1,,,,
1992-11-07,Pittsburgh Penguins,2,Toronto Maple Leafs,4,,,,
1992-11-08,Pittsburgh Penguins,2,Chicago Blackhawks,7,,,,
1992-11-08,Calgary Flames,5,Quebec Nordiques,5,OT,,,
1992-11-08,Los Angeles Kings,11,San Jose Sharks,4,,,,
1992-11-08,Winnipeg Jets,1,Vancouver Canucks,6,,,,
1992-11-09,Calgary Flames,2,Montreal Canadiens,5,,,,
1992-11-09,Tampa Bay Lightning,5,New York Rangers,1,,,,
1992-11-09,Toronto Maple Leafs,3,Ottawa Senators,1,,,,
1992-11-10,Pittsburgh Penguins,4,Minnesota North Stars,1,,,,
1992-11-10,Edmonton Oilers,4,St. Louis Blues,4,OT,,,
1992-11-10,San Jose Sharks,2,Vancouver Canucks,6,,,,
1992-11-10,Los Angeles Kings,4,Winnipeg Jets,4,OT,,,
1992-11-11,Boston Bruins,2,Buffalo Sabres,7,,,,
1992-11-11,Calgary Flames,4,Hartford Whalers,3,,,,
1992-11-11,Montreal Canadiens,8,New Jersey Devils,3,,,,
1992-11-11,Washington Capitals,7,New York Rangers,4,,,,
1992-11-11,Quebec Nordiques,7,Ottawa Senators,3,,,,
1992-11-11,Detroit Red Wings,4,Tampa Bay Lightning,6,,,,
1992-11-12,Calgary Flames,3,Boston Bruins,5,,,,
1992-11-12,St. Louis Blues,0,Chicago Blackhawks,1,,,,
1992-11-12,Vancouver Canucks,4,Los Angeles Kings,7,,,,
1992-11-12,Winnipeg Jets,7,Minnesota North Stars,2,,,,
1992-11-12,New York Islanders,5,Philadelphia Flyers,8,,,,
1992-11-12,Quebec Nordiques,4,Pittsburgh Penguins,4,OT,,,
1992-11-12,Edmonton Oilers,4,San Jose Sharks,3,,,,
1992-11-13,Hartford Whalers,2,Buffalo Sabres,8,,,,
1992-11-13,Pittsburgh Penguins,0,Detroit Red Wings,8,,,,
1992-11-13,Washington Capitals,0,New Jersey Devils,3,,,,
1992-11-13,Ottawa Senators,0,Tampa Bay Lightning,1,,,,
1992-11-14,Toronto Maple Leafs,4,Boston Bruins,1,,,,
1992-11-14,Detroit Red Wings,2,Hartford Whalers,0,,,,
1992-11-14,Edmonton Oilers,2,Los Angeles Kings,6,,,,
1992-11-14,Chicago Blackhawks,0,Minnesota North Stars,3,,,,
1992-11-14,Philadelphia Flyers,4,Montreal Canadiens,3,OT,,,
1992-11-14,Buffalo Sabres,5,New York Islanders,7,,,,
1992-11-14,New York Rangers,3,Quebec Nordiques,6,,,,
1992-11-14,Vancouver Canucks,5,San Jose Sharks,2,,,,
1992-11-14,Winnipeg Jets,2,St. Louis Blues,4,,,,
1992-11-14,Calgary Flames,5,Tampa Bay Lightning,3,,,,
1992-11-14,New Jersey Devils,4,Washington Capitals,3,OT,,,
1992-11-15,Minnesota North Stars,1,Chicago Blackhawks,2,,,,
1992-11-15,Ottawa Senators,2,Philadelphia Flyers,7,,,,
1992-11-16,Boston Bruins,3,Montreal Canadiens,6,,,,
1992-11-16,St. Louis Blues,2,Toronto Maple Leafs,2,OT,,,
1992-11-16,Los Angeles Kings,3,Vancouver Canucks,6,,,,
1992-11-17,Chicago Blackhawks,4,Detroit Red Wings,5,,,,
1992-11-17,Montreal Canadiens,5,Ottawa Senators,3,,,,
1992-11-17,Buffalo Sabres,2,Pittsburgh Penguins,4,,,,
1992-11-17,Toronto Maple Leafs,1,Quebec Nordiques,3,,,,at Hamilton ON
1992-11-17,Los Angeles Kings,0,San Jose Sharks,6,,,,
1992-11-17,Winnipeg Jets,6,Tampa Bay Lightning,5,,,,
1992-11-18,Vancouver Canucks,2,Edmonton Oilers,4,,,,
1992-11-18,St. Louis Blues,2,Hartford Whalers,5,,,,
1992-11-18,Buffalo Sabres,2,New Jersey Devils,3,,,,at Hamilton ON
1992-11-18,Minnesota North Stars,5,Washington Capitals,4,,,,
1992-11-19,New York Islanders,2,Boston Bruins,5,,,,
1992-11-19,Vancouver Canucks,3,Calgary Flames,4,,,,
1992-11-19,Winnipeg Jets,5,Detroit Red Wings,3,,,,
1992-11-19,Chicago Blackhawks,1,Los Angeles Kings,4,,,,
1992-11-19,Hartford Whalers,4,Ottawa Senators,2,,,,
1992-11-19,New York Rangers,3,Philadelphia Flyers,7,,,,
1992-11-19,Montreal Canadiens,3,Quebec Nordiques,4,,,,
1992-11-19,Toronto Maple Leafs,2,San Jose Sharks,0,,,,
1992-11-19,Minnesota North Stars,4,Tampa Bay Lightning,1,,,,
1992-11-20,Pittsburgh Penguins,4,New Jersey Devils,1,,,,
1992-11-20,Detroit Red Wings,7,Washington Capitals,5,,,,
1992-11-21,Philadelphia Flyers,3,Boston Bruins,4,,,,
1992-11-21,Minnesota North Stars,4,Buffalo Sabres,3,,,,
1992-11-21,New York Islanders,4,Calgary Flames,3,,,,
1992-11-21,Toronto Maple Leafs,4,Los Angeles Kings,6,,,,
1992-11-21,Ottawa Senators,1,Montreal Canadiens,3,,,,
1992-11-21,New Jersey Devils,0,Pittsburgh Penguins,2,,,,
1992-11-21,Hartford Whalers,2,Quebec Nordiques,8,,,,
1992-11-21,Chicago Blackhawks,2,San Jose Sharks,1,,,,
1992-11-21,Tampa Bay Lightning,2,St. Louis Blues,4,,,,
1992-11-21,Edmonton Oilers,0,Vancouver Canucks,9,,,,
1992-11-21,New York Rangers,5,Winnipeg Jets,4,,,,
1992-11-22,New York Islanders,5,Edmonton Oilers,5,OT,,,
1992-11-22,Buffalo Sabres,4,Philadelphia Flyers,4,OT,,,
1992-11-22,Washington Capitals,6,Quebec Nordiques,4,,,,
1992-11-23,Tampa Bay Lightning,5,Detroit Red Wings,10,,,,
1992-11-23,Washington Capitals,1,Montreal Canadiens,1,OT,,,
1992-11-23,Pittsburgh Penguins,5,New York Rangers,2,,,,
1992-11-23,Boston Bruins,3,Ottawa Senators,2,,,,
1992-11-23,Chicago Blackhawks,2,Vancouver Canucks,5,,,,
1992-11-24,Tampa Bay Lightning,3,Toronto Maple Leafs,2,,,,
1992-11-24,New York Islanders,3,Winnipeg Jets,3,OT,,,
1992-11-25,Quebec Nordiques,1,Buffalo Sabres,1,OT,,,
1992-11-25,San Jose Sharks,4,Calgary Flames,3,OT,,,
1992-11-25,St. Louis Blues,6,Detroit Red Wings,11,,,,
1992-11-25,Los Angeles Kings,3,Edmonton Oilers,1,,,,
1992-11-25,Montreal Canadiens,6,Hartford Whalers,1,,,,
1992-11-25,Vancouver Canucks,4,Minnesota North Stars,2,,,,
1992-11-25,New Jersey Devils,1,Ottawa Senators,3,,,,
1992-11-25,New York Rangers,11,Pittsburgh Penguins,3,,,,
1992-11-25,Boston Bruins,2,Washington Capitals,6,,,,
1992-11-26,Vancouver Canucks,5,St. Louis Blues,7,,,,
1992-11-26,Quebec Nordiques,5,Toronto Maple Leafs,4,OT,,,
1992-11-27,Hartford Whalers,4,Boston Bruins,5,OT,,,
1992-11-27,Ottawa Senators,1,Buffalo Sabres,4,,,,
1992-11-27,Tampa Bay Lightning,2,Calgary Flames,3,OT,,,
1992-11-27,Los Angeles Kings,5,Detroit Red Wings,3,,,,
1992-11-27,Chicago Blackhawks,8,Edmonton Oilers,1,,,,
1992-11-27,New York Rangers,4,Minnesota North Stars,4,OT,,,
1992-11-27,New York Islanders,3,Philadelphia Flyers,6,,,,
1992-11-27,San Jose Sharks,2,Winnipeg Jets,3,OT,,,
1992-11-27,Pittsburgh Penguins,4,Washington Capitals,6,,,,
1992-11-28,Chicago Blackhawks,5,Calgary Flames,2,,,,
1992-11-28,Tampa Bay Lightning,3,Edmonton Oilers,4,OT,,,
1992-11-28,Boston Bruins,3,Hartford Whalers,4,OT,,,
1992-11-28,San Jose Sharks,3,Minnesota North Stars,10,,,,
1992-11-28,Vancouver Canucks,6,Montreal Canadiens,5,,,,
1992-11-28,Philadelphia Flyers,3,New York Islanders,9,,,,
1992-11-28,Washington Capitals,3,Pittsburgh Penguins,5,,,,
1992-11-28,New Jersey Devils,6,Quebec Nordiques,3,,,,
1992-11-28,Detroit Red Wings,2,St. Louis Blues,2,OT,,,
1992-11-28,Los Angeles Kings,2,Toronto Maple Leafs,3,,,,
1992-11-29,Buffalo Sabres,5,Ottawa Senators,2,,,,
1992-11-30,Washington Capitals,4,Detroit Red Wings,1,,,,
1992-11-30,Buffalo Sabres,0,Montreal Canadiens,3,,,,
1992-11-30,Minnesota North Stars,4,New York Rangers,2,,,,
1992-11-30,Boston Bruins,4,Quebec Nordiques,3,,,,
1992-12-01,Los Angeles Kings,6,Chicago Blackhawks,3,,,,at Milwaukee WI
1992-12-01,Toronto Maple Leafs,3,New Jersey Devils,8,,,,
1992-12-01,Pittsburgh Penguins,7,New York Islanders,3,,,,
1992-12-01,Minnesota North Stars,3,Ottawa Senators,1,,,,
1992-12-01,Edmonton Oilers,3,San Jose Sharks,1,,,,
1992-12-01,Hartford Whalers,4,St. Louis Blues,8,,,,
1992-12-02,Winnipeg Jets,3,Calgary Flames,3,OT,,,
1992-12-02,Detroit Red Wings,3,New York Rangers,5,,,,
1992-12-03,Montreal Canadiens,3,Boston Bruins,4,,,,
1992-12-03,Toronto Maple Leafs,3,Chicago Blackhawks,4,,,,
1992-12-03,Minnesota North Stars,4,Detroit Red Wings,2,,,,
1992-12-03,Pittsburgh Penguins,3,Los Angeles Kings,5,,,,
1992-12-03,New Jersey Devils,3,Ottawa Senators,3,OT,,,
1992-12-03,Quebec Nordiques,2,Philadelphia Flyers,3,OT,,,
1992-12-03,Hartford Whalers,7,San Jose Sharks,5,,,,
1992-12-03,Edmonton Oilers,1,Vancouver Canucks,4,,,,
1992-12-04,New York Islanders,5,Buffalo Sabres,5,OT,,,
1992-12-04,St. Louis Blues,3,Calgary Flames,5,,,,
1992-12-04,New York Rangers,4,Washington Capitals,8,,,,
1992-12-05,St. Louis Blues,5,Edmonton Oilers,1,,,,
1992-12-05,Hartford Whalers,3,Los Angeles Kings,7,,,,
1992-12-05,Boston Bruins,4,New Jersey Devils,2,,,,
1992-12-05,Washington Capitals,5,New York Islanders,3,,,,
1992-12-05,Philadelphia Flyers,2,Ottawa Senators,3,,,,
1992-12-05,Minnesota North Stars,7,Quebec Nordiques,4,,,,
1992-12-05,Pittsburgh Penguins,9,San Jose Sharks,4,,,,
1992-12-05,Detroit Red Wings,9,Tampa Bay Lightning,7,,,,
1992-12-05,Chicago Blackhawks,2,Toronto Maple Leafs,2,OT,,,
1992-12-05,Montreal Canadiens,3,Winnipeg Jets,2,OT,,,
1992-12-06,New Jersey Devils,7,Buffalo Sabres,3,,,,
1992-12-06,Montreal Canadiens,0,Chicago Blackhawks,2,,,,
1992-12-06,Toronto Maple Leafs,0,New York Rangers,6,,,,
1992-12-06,Boston Bruins,7,Philadelphia Flyers,1,,,,
1992-12-07,Edmonton Oilers,3,Calgary Flames,6,,,,
1992-12-07,Washington Capitals,6,Ottawa Senators,5,,,,
1992-12-07,Buffalo Sabres,3,Quebec Nordiques,4,,,,
1992-12-07,New York Islanders,6,Tampa Bay Lightning,1,,,,
1992-12-07,St. Louis Blues,3,Vancouver Canucks,4,,,,
1992-12-08,Chicago Blackhawks,3,Detroit Red Wings,2,,,,
1992-12-08,Calgary Flames,1,Edmonton Oilers,3,,,,
1992-12-08,Montreal Canadiens,5,Los Angeles Kings,5,OT,,,at Phoenix AZ
1992-12-08,Winnipeg Jets,2,Pittsburgh Penguins,5,,,,
1992-12-09,Boston Bruins,2,Buffalo Sabres,5,,,,
1992-12-09,Ottawa Senators,2,Hartford Whalers,6,,,,
1992-12-09,Washington Capitals,6,New Jersey Devils,2,,,,
1992-12-09,Tampa Bay Lightning,5,New York Rangers,6,,,,at Miami FL
1992-12-09,Detroit Red Wings,3,Toronto Maple Leafs,5,,,,
1992-12-09,San Jose Sharks,3,Vancouver Canucks,8,,,,
1992-12-10,Ottawa Senators,2,Boston Bruins,4,,,,
1992-12-10,New York Islanders,3,Chicago Blackhawks,5,,,,
1992-12-10,Quebec Nordiques,5,Los Angeles Kings,4,,,,
1992-12-10,Edmonton Oilers,3,Minnesota North Stars,2,,,,
1992-12-10,St. Louis Blues,3,San Jose Sharks,2,,,,
1992-12-11,Hartford Whalers,3,Buffalo Sabres,9,,,,
1992-12-11,Philadelphia Flyers,2,Detroit Red Wings,4,,,,
1992-12-11,Pittsburgh Penguins,1,New Jersey Devils,2,,,,
1992-12-11,New York Rangers,5,Tampa Bay Lightning,4,,,,
1992-12-11,Calgary Flames,6,Toronto Maple Leafs,3,,,,
1992-12-11,Winnipeg Jets,6,Washington Capitals,8,,,,
1992-12-12,Buffalo Sabres,1,Hartford Whalers,1,OT,,,
1992-12-12,St. Louis Blues,3,Los Angeles Kings,6,,,,
1992-12-12,Chicago Blackhawks,3,Minnesota North Stars,0,,,,
1992-12-12,Boston Bruins,1,Montreal Canadiens,5,,,,
1992-12-12,Winnipeg Jets,4,New York Islanders,3,OT,,,
1992-12-12,Calgary Flames,1,Ottawa Senators,1,OT,,,
1992-12-12,Washington Capitals,5,Philadelphia Flyers,2,,,,
1992-12-12,New Jersey Devils,5,Pittsburgh Penguins,6,,,,
1992-12-12,Quebec Nordiques,8,San Jose Sharks,7,OT,,,
1992-12-12,Edmonton Oilers,1,Tampa Bay Lightning,3,,,,
1992-12-13,Edmonton Oilers,1,New York Islanders,4,,,,at Oklahoma City OK
1992-12-13,Montreal Canadiens,5,New York Rangers,10,,,,
1992-12-13,Quebec Nordiques,3,Vancouver Canucks,3,OT,,,
1992-12-14,Calgary Flames,3,Detroit Red Wings,0,,,,
1992-12-15,Buffalo Sabres,3,Boston Bruins,2,,,,
1992-12-15,Tampa Bay Lightning,3,Los Angeles Kings,2,,,,
1992-12-15,Toronto Maple Leafs,5,Minnesota North Stars,6,,,,
1992-12-15,Calgary Flames,3,New York Rangers,0,,,,
1992-12-15,Detroit Red Wings,3,Ottawa Senators,2,OT,,,
1992-12-15,Philadelphia Flyers,2,Pittsburgh Penguins,6,,,,
1992-12-15,New York Islanders,4,St. Louis Blues,3,OT,,,at Dallas TX
1992-12-15,New Jersey Devils,3,Winnipeg Jets,4,,,,
1992-12-16,Vancouver Canucks,2,Edmonton Oilers,4,,,,
1992-12-16,Washington Capitals,3,Hartford Whalers,6,,,,
1992-12-16,Quebec Nordiques,5,Montreal Canadiens,1,,,,
1992-12-16,Tampa Bay Lightning,5,San Jose Sharks,4,OT,,,
1992-12-17,Winnipeg Jets,1,Chicago Blackhawks,5,,,,
1992-12-17,Ottawa Senators,3,New York Islanders,9,,,,
1992-12-17,Pittsburgh Penguins,5,Philadelphia Flyers,4,OT,,,
1992-12-17,Montreal Canadiens,8,Quebec Nordiques,3,,,,
1992-12-17,New York Rangers,4,St. Louis Blues,3,,,,
1992-12-18,Boston Bruins,1,Detroit Red Wings,6,,,,
1992-12-18,Los Angeles Kings,5,Edmonton Oilers,5,OT,,,
1992-12-18,New Jersey Devils,2,Tampa Bay Lightning,0,,,,
1992-12-18,San Jose Sharks,1,Vancouver Canucks,8,,,,
1992-12-18,Hartford Whalers,3,Washington Capitals,4,,,,
1992-12-19,Washington Capitals,3,Boston Bruins,4,,,,
1992-12-19,Los Angeles Kings,3,Calgary Flames,5,,,,
1992-12-19,New York Rangers,4,Hartford Whalers,4,OT,,,
1992-12-19,Detroit Red Wings,3,Minnesota North Stars,3,OT,,,
1992-12-19,Buffalo Sabres,2,Montreal Canadiens,4,,,,
1992-12-19,Chicago Blackhawks,1,Philadelphia Flyers,3,,,,
1992-12-19,New York Islanders,4,Pittsburgh Penguins,3,,,,
1992-12-19,Vancouver Canucks,6,San Jose Sharks,3,,,,
1992-12-19,Winnipeg Jets,1,St. Louis Blues,0,,,,
1992-12-19,Ottawa Senators,1,Toronto Maple Leafs,5,,,,
1992-12-20,Toronto Maple Leafs,4,Buffalo Sabres,5,,,,
